time,LF,LH,RF,RH,step_freq,center_x,center_y
2025-06-01 00:03:25,19.5,17.7,18.5,17.9,52.2,0.24,6.16
2025-06-01 00:03:30,12.1,15.2,14.1,15.1,51.7,5.01,-1.63
2025-06-01 00:03:35,19.1,18.9,17.6,17.9,49.9,5.24,-5.19
2025-06-01 00:03:40,18.1,18.1,20.7,20.1,52.1,6.89,15.43
2025-06-01 00:03:45,18.7,16.7,18.0,17.0,51.0,3.52,0.58
2025-06-01 00:03:50,22.9,16.7,16.3,21.1,49.4,11.28,5.71
2025-06-01 00:03:55,15.0,13.3,15.2,13.7,52.3,3.39,-3.53
2025-06-01 00:04:00,17.6,19.0,17.1,16.6,49.3,4.99,-2.01
2025-06-01 00:04:05,15.9,17.3,14.0,14.0,50.0,-2.56,2.15
2025-06-01 00:04:10,22.8,21.6,19.5,19.8,51.6,-5.32,4.06
2025-06-01 00:04:15,19.2,16.9,19.6,21.7,50.4,3.92,1.78
2025-06-01 00:04:20,18.1,19.3,18.9,19.1,52.4,-6.77,5.16
2025-06-01 00:04:25,18.4,17.5,19.8,14.0,52.0,2.95,-1.5
2025-06-01 00:04:30,12.1,12.0,12.5,9.5,55.4,0.62,-4.78
2025-06-01 00:04:35,18.8,21.9,20.0,17.0,51.3,-3.57,7.39
2025-06-01 00:04:40,18.6,17.3,14.0,11.5,48.4,6.34,-3.11
2025-06-01 00:04:45,14.8,16.8,18.0,18.1,53.5,-3.31,9.97
2025-06-01 00:04:50,14.5,15.0,15.8,16.2,48.9,-4.48,-10.13
2025-06-01 00:04:55,15.4,13.2,17.8,15.0,53.6,14.04,-1.41
2025-06-01 00:05:00,17.4,16.8,12.7,15.2,0.0,5.16,15.95
2025-06-01 00:05:05,13.8,17.1,17.8,12.2,0.0,-9.47,-11.31
2025-06-01 00:05:10,18.8,20.8,22.4,19.5,0.0,13.03,-6.04
2025-06-01 00:05:15,15.6,18.9,19.8,19.0,0.0,-16.54,4.29
2025-06-01 00:05:20,12.5,16.5,15.9,13.3,0.0,-4.11,-3.47
2025-06-01 00:05:25,13.2,15.2,11.3,14.3,0.0,-4.24,-1.34
2025-06-01 00:05:30,15.9,14.0,15.0,13.7,0.0,15.72,5.28
2025-06-01 00:05:35,18.2,20.0,19.3,19.1,0.0,4.91,11.06
2025-06-01 00:05:40,17.6,17.6,18.2,14.1,0.0,-12.12,15.93
2025-06-01 00:05:45,18.0,14.3,15.9,15.4,0.0,24.63,13.96
2025-06-01 00:05:50,13.1,11.5,10.2,13.8,0.0,-6.05,-6.38
2025-06-01 00:05:55,15.3,14.4,19.9,18.3,0.0,-0.06,16.84
2025-06-01 00:06:00,19.9,18.0,22.8,20.8,0.0,-8.3,3.48
2025-06-01 00:06:05,16.6,15.6,20.2,22.2,0.0,-11.19,9.5
2025-06-01 00:06:10,13.1,13.4,13.2,12.7,0.0,0.39,-1.65
2025-06-01 00:06:15,14.1,13.4,13.1,11.7,0.0,-4.61,11.04
2025-06-01 00:06:20,18.0,15.0,17.2,18.5,0.0,-13.36,9.35
2025-06-01 00:06:25,18.5,21.0,18.3,16.2,0.0,-13.02,5.38
2025-06-01 00:06:30,18.5,16.2,19.2,14.6,0.0,-0.53,-4.69
2025-06-01 00:06:35,12.8,14.2,12.4,13.3,0.0,8.05,0.38
2025-06-01 00:06:40,15.4,11.5,14.8,16.6,0.0,-19.77,-1.38
2025-06-01 00:06:45,18.6,17.0,18.2,16.2,0.0,0.69,3.75
2025-06-01 00:06:50,22.2,20.4,20.5,19.0,0.0,-3.9,1.54
2025-06-01 00:06:55,18.3,16.7,18.1,21.7,0.0,6.97,2.39
2025-06-01 00:07:00,16.2,13.0,9.7,11.8,0.0,-14.97,2.19
2025-06-01 00:07:05,14.0,17.3,14.6,13.6,0.0,6.64,-12.69
2025-06-01 00:07:10,18.3,19.4,14.9,20.1,0.0,2.71,1.68
2025-06-01 00:07:15,21.1,24.4,20.2,20.3,0.0,-3.67,-1.8
2025-06-01 00:07:20,18.8,15.4,17.3,16.2,0.0,3.83,7.67
2025-06-01 00:07:25,15.7,12.6,13.1,11.6,0.0,-3.55,8.02
2025-06-01 00:07:30,15.8,12.4,16.0,17.0,0.0,3.31,20.01
2025-06-01 00:07:35,16.7,15.7,14.7,21.2,0.0,5.23,4.56
2025-06-01 00:07:40,20.3,17.5,24.7,20.0,0.0,0.88,10.81
2025-06-01 00:07:45,17.7,17.1,15.1,17.6,0.0,15.06,15.76
2025-06-01 00:07:50,16.6,12.4,11.4,13.2,0.0,0.45,13.75
2025-06-01 00:07:55,11.2,17.7,14.3,13.8,0.0,-8.1,-8.24
2025-06-01 00:08:00,20.2,18.7,16.0,16.0,0.0,-2.69,18.35
2025-06-01 00:08:05,19.1,16.6,19.1,19.1,0.0,-21.58,4.57
2025-06-01 00:08:10,15.8,17.7,20.0,18.5,0.0,-2.15,-3.85
2025-06-01 00:08:15,18.5,13.4,13.3,13.3,0.0,1.58,3.85
2025-06-01 00:08:20,13.9,13.9,14.9,13.9,0.0,-5.7,5.85
2025-06-01 00:08:25,18.4,21.9,13.6,21.1,0.0,9.97,-11.59
2025-06-01 00:08:30,18.8,18.7,16.6,17.9,0.0,-8.88,19.02
2025-06-01 00:08:35,17.7,18.4,17.3,13.6,0.0,-4.2,8.91
2025-06-01 00:08:40,10.8,14.7,12.8,12.5,0.0,5.69,8.55
2025-06-01 00:08:45,14.7,17.7,13.2,16.6,0.0,4.74,2.52
2025-06-01 00:08:50,19.9,16.7,21.0,18.8,0.0,-4.18,13.39
2025-06-01 00:08:55,17.8,16.4,16.1,20.4,0.0,-10.24,19.04
2025-06-01 00:09:00,11.2,18.8,15.8,15.2,0.0,-4.36,8.19
2025-06-01 00:09:05,13.2,15.5,13.5,13.5,0.0,-2.91,4.54
2025-06-01 00:09:10,16.4,12.4,13.1,17.3,0.0,1.37,3.53
2025-06-01 00:09:15,19.5,20.1,18.4,17.9,0.0,1.57,-2.83
2025-06-01 00:09:20,19.7,15.5,21.0,19.9,0.0,2.05,12.86
2025-06-01 00:09:25,18.3,17.0,11.3,12.4,0.0,-5.0,5.21
2025-06-01 00:09:30,14.3,11.9,13.7,11.8,0.0,-4.89,-6.25
2025-06-01 00:09:35,14.4,13.6,14.3,18.4,0.0,-7.6,26.06
2025-06-01 00:09:40,20.6,20.0,17.9,21.0,0.0,-4.61,5.98
2025-06-01 00:09:45,23.7,18.4,20.9,17.2,0.0,-0.28,19.17
2025-06-01 00:09:50,13.4,18.3,16.0,13.5,0.0,5.06,12.78
2025-06-01 00:09:55,14.7,10.3,12.0,12.9,0.0,-0.6,9.97
2025-06-01 00:10:00,17.1,14.0,17.5,17.9,0.0,4.48,13.65
2025-06-01 00:10:05,21.4,20.7,19.6,16.4,0.0,3.44,6.66
2025-06-01 00:10:10,18.8,15.7,16.1,20.3,0.0,-0.32,10.45
2025-06-01 00:10:15,14.3,14.3,16.2,13.3,0.0,0.77,1.3
2025-06-01 00:10:20,12.7,13.0,14.0,12.6,0.0,10.05,-2.16
2025-06-01 00:10:25,16.8,16.3,20.0,17.5,0.0,8.25,-6.88
2025-06-01 00:10:30,20.4,21.6,20.0,22.0,0.0,-4.14,16.27
2025-06-01 00:10:35,22.4,17.1,16.9,20.7,0.0,12.64,0.82
2025-06-01 00:10:40,13.1,13.4,11.3,12.2,0.0,-8.03,-1.14
2025-06-01 00:10:45,13.7,14.3,16.9,11.8,0.0,7.87,3.29
2025-06-01 00:10:50,17.5,18.9,15.3,18.3,0.0,1.33,8.94
2025-06-01 00:10:55,20.4,24.8,18.6,18.8,0.0,-4.99,0.56
2025-06-01 00:11:00,16.1,19.8,20.3,16.3,0.0,-6.66,8.77
2025-06-01 00:11:05,12.6,15.0,14.1,10.7,0.0,12.38,19.37
2025-06-01 00:11:10,12.9,13.3,14.7,14.8,0.0,5.27,21.08
2025-06-01 00:11:15,17.6,16.4,15.2,16.5,0.0,-0.27,19.36
2025-06-01 00:11:20,18.8,20.3,19.8,22.2,0.0,20.22,0.75
2025-06-01 00:11:25,16.0,19.1,18.4,20.7,0.0,4.67,2.13
2025-06-01 00:11:30,14.7,15.7,15.2,14.5,0.0,8.53,14.35
2025-06-01 00:11:35,17.2,15.7,14.1,14.7,0.0,9.65,-1.54
2025-06-01 00:11:40,19.1,17.6,18.4,20.9,0.0,1.53,5.37
2025-06-01 00:11:45,17.0,21.2,21.0,24.1,0.0,-2.46,6.75
2025-06-01 00:11:50,17.0,19.7,16.4,17.1,0.0,4.86,6.49
2025-06-01 00:11:55,12.5,13.8,15.5,11.3,0.0,1.06,-0.6
2025-06-01 00:12:00,17.1,11.7,13.6,15.5,0.0,12.52,4.47
2025-06-01 00:12:05,17.6,22.5,15.8,14.3,0.0,3.52,0.98
2025-06-01 00:12:10,17.5,21.0,20.1,18.4,0.0,-10.24,11.98
2025-06-01 00:12:15,17.4,15.9,19.8,14.0,0.0,-12.2,-0.54
2025-06-01 00:12:20,13.2,13.8,12.8,14.0,0.0,-10.01,16.55
2025-06-01 00:12:25,15.0,17.4,15.8,16.0,0.0,4.56,8.58
2025-06-01 00:12:30,20.3,21.7,19.4,20.4,0.0,-0.72,16.52
2025-06-01 00:12:35,18.0,23.0,19.3,16.5,0.0,1.02,-0.45
2025-06-01 00:12:40,17.4,14.4,14.8,11.9,0.0,-3.62,-14.39
2025-06-01 00:12:45,10.1,14.8,14.8,14.1,0.0,-7.74,4.62
2025-06-01 00:12:50,15.5,13.2,18.5,17.3,0.0,-1.77,5.22
2025-06-01 00:12:55,19.7,15.2,18.8,17.9,0.0,-8.01,2.75
2025-06-01 00:13:00,22.7,20.4,18.0,20.3,0.0,11.19,12.4
2025-06-01 00:13:05,15.4,14.0,16.7,16.1,0.0,7.16,10.08
2025-06-01 00:13:10,15.4,12.2,15.9,13.7,0.0,16.6,-0.51
2025-06-01 00:13:15,19.4,16.4,14.7,15.0,0.0,-2.56,8.39
2025-06-01 00:13:20,20.6,18.4,19.5,23.8,0.0,13.82,8.49
2025-06-01 00:13:25,18.9,19.1,20.0,16.8,0.0,-2.06,-8.35
2025-06-01 00:13:30,15.7,16.2,13.9,18.0,0.0,-9.81,-6.71
2025-06-01 00:13:35,13.8,15.4,16.7,12.4,0.0,8.63,4.69
2025-06-01 00:13:40,16.1,18.2,17.7,13.3,0.0,11.81,16.04
2025-06-01 00:13:45,18.4,20.5,20.7,20.2,0.0,-4.4,-0.37
2025-06-01 00:13:50,18.4,20.8,19.6,17.7,0.0,6.17,-17.79
2025-06-01 00:13:55,16.8,11.0,13.8,12.3,0.0,-10.36,14.29
2025-06-01 00:14:00,12.5,14.2,13.4,14.4,0.0,0.61,-5.26
2025-06-01 00:14:05,18.8,15.9,13.7,16.0,0.0,12.01,11.8
2025-06-01 00:14:10,19.1,19.1,19.2,23.9,0.0,3.06,8.44
2025-06-01 00:14:15,20.2,18.6,17.6,17.7,0.0,-0.57,4.7
2025-06-01 00:14:20,15.6,14.3,15.6,14.0,0.0,0.63,-10.99
2025-06-01 00:14:25,15.5,14.4,15.7,7.9,0.0,16.71,3.88
2025-06-01 00:14:30,19.5,15.2,18.5,15.2,0.0,-4.99,20.31
2025-06-01 00:14:35,19.5,20.3,21.6,20.8,0.0,1.2,7.92
2025-06-01 00:14:40,22.5,17.6,18.1,19.8,0.0,8.84,14.5
2025-06-01 00:14:45,15.2,11.6,17.2,11.6,0.0,2.42,-1.03
2025-06-01 00:14:50,13.8,14.6,14.5,14.7,0.0,12.91,8.63
2025-06-01 00:14:55,17.2,19.6,20.1,15.2,0.0,4.78,10.61
2025-06-01 00:15:00,19.3,22.6,19.6,20.1,0.0,-1.38,5.12
2025-06-01 00:15:05,15.1,14.4,20.5,15.6,0.0,-7.93,-12.23
2025-06-01 00:15:10,12.4,11.0,16.9,15.7,0.0,-5.51,23.02
2025-06-01 00:15:15,16.1,13.5,9.2,18.8,0.0,-11.12,-8.16
2025-06-01 00:15:20,20.1,23.0,20.9,19.2,0.0,4.76,11.83
2025-06-01 00:15:25,21.3,20.4,20.0,19.7,0.0,-6.03,2.75
2025-06-01 00:15:30,13.5,16.6,14.9,14.6,0.0,1.44,16.14
2025-06-01 00:15:35,15.3,10.3,11.5,15.4,0.0,-7.86,3.2
2025-06-01 00:15:40,15.6,12.6,14.7,11.8,0.0,-4.81,7.56
2025-06-01 00:15:45,15.3,19.4,18.4,19.6,0.0,1.79,15.91
2025-06-01 00:15:50,19.9,18.8,19.9,20.8,0.0,0.39,5.32
2025-06-01 00:15:55,15.0,15.1,13.6,19.9,0.0,-9.95,-0.54
2025-06-01 00:16:00,11.9,15.1,12.7,15.8,0.0,-5.39,7.23
2025-06-01 00:16:05,13.2,19.2,12.5,15.5,0.0,5.07,8.31
2025-06-01 00:16:10,18.4,18.6,18.9,18.5,0.0,7.71,22.68
2025-06-01 00:16:15,18.4,16.8,19.3,24.7,0.0,-6.43,18.11
2025-06-01 00:16:20,19.3,14.9,17.1,19.2,0.0,-3.03,3.37
2025-06-01 00:16:25,12.1,11.2,12.0,10.8,0.0,0.27,-1.16
2025-06-01 00:16:30,15.7,12.2,15.9,16.9,0.0,-15.95,7.99
2025-06-01 00:16:35,21.6,16.7,22.5,19.9,0.0,-5.64,4.55
2025-06-01 00:16:40,20.4,19.4,20.4,17.4,0.0,1.35,-6.31
2025-06-01 00:16:45,15.3,13.7,14.1,18.0,0.0,8.73,9.87
2025-06-01 00:16:50,11.1,12.6,15.7,13.5,0.0,18.55,8.15
2025-06-01 00:16:55,16.1,15.1,15.9,15.4,0.0,5.66,12.65
2025-06-01 00:17:00,17.8,16.7,15.7,20.4,0.0,-8.83,-12.22
2025-06-01 00:17:05,19.8,24.0,19.0,20.7,0.0,0.65,4.21
2025-06-01 00:17:10,17.0,14.6,15.7,15.8,0.0,-5.34,12.94
2025-06-01 00:17:15,12.9,11.8,14.4,11.5,0.0,0.23,4.93
2025-06-01 00:17:20,18.3,17.1,16.1,17.7,0.0,11.12,9.46
2025-06-01 00:17:25,19.6,16.9,17.4,19.0,0.0,-4.88,3.5
2025-06-01 00:17:30,18.8,19.8,18.6,19.7,0.0,0.52,-10.8
2025-06-01 00:17:35,12.9,14.5,12.3,15.9,0.0,12.25,14.75
2025-06-01 00:17:40,12.9,16.4,13.7,12.7,0.0,-4.91,2.58
2025-06-01 00:17:45,15.8,16.9,16.9,16.6,0.0,3.5,14.53
2025-06-01 00:17:50,21.6,16.8,14.6,21.6,0.0,-10.94,3.2
2025-06-01 00:17:55,16.0,14.7,19.4,19.9,0.0,-4.61,-15.73
2025-06-01 00:18:00,13.3,15.2,11.4,14.8,0.0,-0.12,9.63
2025-06-01 00:18:05,13.8,11.6,15.9,13.2,0.0,-0.22,-2.47
2025-06-01 00:18:10,16.1,15.2,16.6,20.4,0.0,-10.98,-7.91
2025-06-01 00:18:15,22.8,19.4,18.5,21.9,0.0,-4.84,19.61
2025-06-01 00:18:20,19.3,17.0,22.3,16.8,0.0,5.94,7.39
2025-06-01 00:18:25,16.7,17.2,14.1,12.6,0.0,3.68,-0.42
2025-06-01 00:18:30,17.8,14.0,13.0,14.1,0.0,-10.78,-2.77
2025-06-01 00:18:35,19.8,16.1,15.3,18.5,0.0,9.49,10.75
2025-06-01 00:18:40,21.9,18.3,17.0,22.9,0.0,-2.58,2.99
2025-06-01 00:18:45,20.2,18.7,18.5,21.9,0.0,-5.15,12.42
2025-06-01 00:18:50,13.9,14.4,16.9,14.8,0.0,4.31,13.58
2025-06-01 00:18:55,13.3,12.3,11.9,10.1,0.0,16.45,-3.83
2025-06-01 00:19:00,17.4,17.3,18.4,19.5,0.0,6.88,0.34
2025-06-01 00:19:05,19.5,20.4,19.3,23.1,0.0,3.93,10.88
2025-06-01 00:19:10,18.5,19.5,17.5,14.5,0.0,3.2,-0.21
2025-06-01 00:19:15,12.5,14.8,16.1,13.6,0.0,2.47,18.62
2025-06-01 00:19:20,14.8,19.5,15.4,10.8,0.0,6.03,8.05
2025-06-01 00:19:25,20.8,19.6,17.9,15.8,0.0,-1.67,-1.8
2025-06-01 00:19:30,18.6,20.9,23.1,20.6,0.0,-9.57,8.56
2025-06-01 00:19:35,19.1,15.5,16.4,16.7,0.0,-6.28,10.19
2025-06-01 00:19:40,13.2,14.3,11.6,12.5,0.0,5.78,2.02
2025-06-01 00:19:45,18.1,13.8,15.1,16.5,0.0,-11.35,-9.09
2025-06-01 00:19:50,15.5,21.1,17.5,23.7,0.0,-4.51,6.48
2025-06-01 00:19:55,22.7,23.6,23.8,22.0,0.0,8.19,9.74
2025-06-01 00:20:00,17.8,15.2,14.6,16.3,0.0,-1.36,1.37
2025-06-01 00:20:05,14.7,15.2,13.5,16.3,0.0,-9.13,3.45
2025-06-01 00:20:10,13.6,11.3,14.8,14.8,0.0,12.11,10.05
2025-06-01 00:20:15,16.9,22.6,21.4,20.1,0.0,-1.81,-2.68
2025-06-01 00:20:20,18.7,21.6,23.2,22.5,0.0,-3.91,-3.96
2025-06-01 00:20:25,16.1,12.3,16.5,15.5,0.0,-3.73,-7.76
2025-06-01 00:20:30,14.3,12.2,10.9,7.5,0.0,-0.22,19.18
2025-06-01 00:20:35,18.7,14.5,14.2,16.3,0.0,-7.99,7.41
2025-06-01 00:20:40,20.7,21.7,19.0,18.8,0.0,-7.02,-1.62
2025-06-01 00:20:45,18.7,19.9,21.0,17.6,0.0,11.94,2.83
2025-06-01 00:20:50,15.4,13.9,10.6,17.2,0.0,5.89,2.75
2025-06-01 00:20:55,13.4,14.3,10.1,12.2,0.0,6.35,-5.03
2025-06-01 00:21:00,16.4,13.1,16.8,15.8,0.0,-12.92,14.32
2025-06-01 00:21:05,18.0,17.8,19.8,21.7,0.0,-8.13,5.49
2025-06-01 00:21:10,19.8,20.3,19.3,18.2,0.0,-6.62,5.69
2025-06-01 00:21:15,12.9,9.2,15.9,16.8,0.0,-18.9,-3.08
2025-06-01 00:21:20,14.5,17.4,13.3,11.8,0.0,-1.46,16.0
2025-06-01 00:21:25,15.0,14.7,15.3,14.4,0.0,0.98,18.0
2025-06-01 00:21:30,20.3,19.1,19.0,16.5,0.0,7.06,4.38
2025-06-01 00:21:35,18.2,25.0,19.2,17.1,0.0,-3.41,14.19
2025-06-01 00:21:40,14.9,11.8,16.5,13.3,0.0,14.99,13.64
2025-06-01 00:21:45,12.5,16.0,13.6,15.1,0.0,3.88,-1.77
2025-06-01 00:21:50,15.4,18.8,16.0,15.9,0.0,-7.64,8.39
2025-06-01 00:21:55,23.9,17.6,19.8,22.6,0.0,-0.64,8.62
2025-06-01 00:22:00,16.1,19.1,17.9,20.2,0.0,9.5,25.72
2025-06-01 00:22:05,15.4,14.9,14.7,13.6,0.0,2.71,2.64
2025-06-01 00:22:10,13.9,16.2,11.6,15.9,0.0,10.54,4.06
2025-06-01 00:22:15,12.9,15.9,19.7,17.1,0.0,-7.99,0.96
2025-06-01 00:22:20,21.5,20.9,19.4,19.1,0.0,-3.13,-2.38
2025-06-01 00:22:25,21.1,17.2,20.3,20.9,0.0,7.99,1.55
2025-06-01 00:22:30,14.8,13.9,12.2,14.6,0.0,-9.43,14.5
2025-06-01 00:22:35,12.9,14.2,14.4,13.3,0.0,4.69,1.2
2025-06-01 00:22:40,19.3,14.9,17.8,21.4,0.0,-8.0,-0.42
2025-06-01 00:22:45,20.9,20.2,20.6,20.8,0.0,5.08,13.88
2025-06-01 00:22:50,18.2,16.9,18.8,21.2,0.0,-1.06,-2.8
2025-06-01 00:22:55,15.9,13.5,9.4,15.4,0.0,-4.28,4.28
2025-06-01 00:23:00,14.7,14.5,15.5,13.2,0.0,4.1,2.92
2025-06-01 00:23:05,19.4,19.2,16.1,20.1,0.0,-4.29,11.46
2025-06-01 00:23:10,20.6,23.5,19.4,19.1,0.0,-0.16,2.57
2025-06-01 00:23:15,18.6,13.8,14.9,14.9,0.0,7.6,18.68
2025-06-01 00:23:20,13.3,13.2,13.7,15.9,0.0,-7.42,6.91
2025-06-01 00:23:25,16.3,15.4,14.8,16.4,0.0,-21.63,10.42
2025-06-01 00:23:30,17.0,14.7,19.4,21.1,0.0,-1.1,12.62
2025-06-01 00:23:35,22.9,22.4,23.0,21.2,0.0,0.6,-7.82
2025-06-01 00:23:40,16.1,14.9,20.9,16.2,0.0,0.99,9.41
2025-06-01 00:23:45,13.5,16.8,12.1,13.8,0.0,-5.94,-5.56
2025-06-01 00:23:50,13.5,14.7,13.9,13.4,0.0,-11.25,4.34
2025-06-01 00:23:55,15.7,20.2,18.9,15.8,0.0,-2.47,-1.02
2025-06-01 00:24:00,20.2,22.3,15.8,19.8,0.0,-1.28,10.37
2025-06-01 00:24:05,16.5,14.6,15.5,14.5,0.0,8.61,5.17
2025-06-01 00:24:10,17.1,13.2,11.9,10.3,0.0,-14.43,-7.67
2025-06-01 00:24:15,15.7,16.1,12.0,16.9,0.0,-3.86,6.17
2025-06-01 00:24:20,22.2,20.8,18.5,17.2,0.0,-17.21,-0.75
2025-06-01 00:24:25,18.9,17.4,19.1,19.5,0.0,-1.8,-0.2
2025-06-01 00:24:30,16.0,16.6,13.5,18.5,0.0,-0.79,5.15
2025-06-01 00:24:35,14.7,13.7,15.1,13.8,0.0,-4.9,7.89
2025-06-01 00:24:40,13.3,15.8,15.5,15.1,0.0,-1.03,-10.05
2025-06-01 00:24:45,18.2,19.5,19.6,17.2,0.0,10.13,-1.93
2025-06-01 00:24:50,21.1,20.0,17.8,22.7,0.0,-9.55,12.35
2025-06-01 00:24:55,17.3,13.9,18.1,14.8,0.0,2.31,7.08
2025-06-01 00:25:00,13.0,14.9,14.8,9.8,0.0,10.43,-8.3
2025-06-01 00:25:05,18.0,18.2,13.8,15.1,0.0,-8.85,3.28
2025-06-01 00:25:10,18.9,21.1,22.1,22.3,0.0,-4.5,3.33
2025-06-01 00:25:15,15.4,17.2,20.7,22.0,0.0,-9.87,0.26
2025-06-01 00:25:20,14.8,15.4,13.3,15.7,0.0,-3.79,4.88
2025-06-01 00:25:25,14.4,13.4,12.5,13.1,0.0,-0.71,2.04
2025-06-01 00:25:30,15.9,19.6,17.5,15.8,0.0,5.58,2.33
2025-06-01 00:25:35,22.0,20.4,19.5,20.6,0.0,-12.57,-4.01
2025-06-01 00:25:40,16.1,18.8,21.9,22.9,0.0,5.1,9.01
2025-06-01 00:25:45,10.9,13.4,12.9,13.3,0.0,-1.35,1.22
2025-06-01 00:25:50,9.5,15.0,11.3,13.9,0.0,16.59,-2.36
2025-06-01 00:25:55,11.8,16.3,19.0,20.8,0.0,-9.84,8.97
2025-06-01 00:26:00,18.9,19.6,25.1,16.8,0.0,2.03,8.74
2025-06-01 00:26:05,20.3,18.3,18.7,17.3,0.0,2.15,2.25
2025-06-01 00:26:10,15.4,13.4,14.9,14.1,0.0,9.01,4.59
2025-06-01 00:26:15,10.1,16.2,11.8,12.4,0.0,-4.77,16.0
2025-06-01 00:26:20,13.0,23.6,19.4,17.7,0.0,-0.44,7.28
2025-06-01 00:26:25,20.9,21.1,21.0,20.0,0.0,-1.58,3.79
2025-06-01 00:26:30,17.3,20.0,18.9,11.8,0.0,5.25,6.56
2025-06-01 00:26:35,13.9,13.1,16.1,15.8,0.0,-6.18,8.26
2025-06-01 00:26:40,12.0,11.1,12.6,15.6,0.0,7.63,9.1
2025-06-01 00:26:45,19.1,18.7,16.4,18.6,0.0,6.4,11.03
2025-06-01 00:26:50,22.2,21.3,20.6,22.0,0.0,-0.21,-2.05
2025-06-01 00:26:55,17.0,15.8,15.9,17.0,0.0,-6.34,2.54
2025-06-01 00:27:00,9.9,14.1,13.7,12.0,0.0,5.27,12.5
2025-06-01 00:27:05,11.0,12.7,12.6,12.3,0.0,6.64,3.45
2025-06-01 00:27:10,17.6,14.1,19.4,15.6,0.0,0.48,7.22
2025-06-01 00:27:15,22.5,17.2,13.8,20.2,0.0,14.4,14.91
2025-06-01 00:27:20,17.3,15.9,18.5,14.9,0.0,3.81,9.04
2025-06-01 00:27:25,15.6,19.0,14.3,12.5,0.0,-0.2,-9.15
2025-06-01 00:27:30,13.1,13.7,13.5,14.8,0.0,-6.58,13.97
2025-06-01 00:27:35,18.5,18.5,17.8,18.8,0.0,6.6,-1.94
2025-06-01 00:27:40,18.4,19.1,17.0,18.0,0.0,-3.81,12.0
