time,LF,LH,RF,RH,step_freq,center_x,center_y
2025-06-01 00:02:15,10.2,12.8,11.6,8.6,60.5,2.31,5.83
2025-06-01 00:02:20,12.4,12.2,9.8,12.8,61.7,2.99,8.08
2025-06-01 00:02:25,13.2,14.1,17.0,17.0,65.6,-0.05,6.82
2025-06-01 00:02:30,13.0,12.6,12.0,10.1,64.6,-0.77,-6.28
2025-06-01 00:02:35,11.0,12.1,16.6,8.2,63.0,-2.49,-2.76
2025-06-01 00:02:40,14.7,12.6,10.4,11.1,62.6,-2.53,-0.17
2025-06-01 00:02:45,13.1,11.7,17.3,14.3,63.9,-10.66,2.56
2025-06-01 00:02:50,15.7,12.4,13.7,15.0,62.2,6.93,-1.1
2025-06-01 00:02:55,14.7,14.3,19.2,16.4,62.8,1.21,2.53
2025-06-01 00:03:00,17.6,12.5,14.6,18.1,67.7,2.85,1.87
2025-06-01 00:03:05,10.2,11.9,5.6,10.0,65.0,-2.85,-8.29
2025-06-01 00:03:10,8.3,10.3,11.4,14.1,66.8,-1.95,-0.92
2025-06-01 00:03:15,9.3,12.2,11.6,10.0,63.5,2.01,-5.82
2025-06-01 00:03:20,12.2,14.0,8.4,15.1,63.7,-3.54,-4.89
2025-06-01 00:03:25,16.2,14.4,15.2,14.7,64.7,-2.44,7.5
2025-06-01 00:03:30,9.3,12.5,11.3,12.3,64.2,-3.11,-2.51
2025-06-01 00:03:35,13.6,13.3,12.1,12.3,62.4,2.99,-6.7
2025-06-01 00:03:40,10.4,10.4,13.0,12.5,64.6,-1.69,6.74
2025-06-01 00:03:45,13.5,11.5,12.7,11.8,63.5,5.19,0.77
2025-06-01 00:03:50,14.8,8.7,8.2,13.0,61.9,6.3,4.97
2025-06-01 00:03:55,15.3,13.5,15.5,14.0,64.8,-0.73,-3.86
2025-06-01 00:04:00,14.6,16.0,14.1,13.6,61.8,3.77,-3.24
2025-06-01 00:04:05,10.7,12.1,8.7,8.8,62.5,1.92,2.26
2025-06-01 00:04:10,15.9,14.7,12.6,12.9,64.1,1.44,2.24
2025-06-01 00:04:15,13.0,10.7,13.4,15.4,62.9,2.04,-3.2
2025-06-01 00:04:20,9.9,11.1,10.7,10.9,64.9,1.69,3.07
2025-06-01 00:04:25,18.5,17.5,19.9,14.1,64.5,-1.29,3.67
2025-06-01 00:04:30,9.9,9.9,10.4,7.3,67.9,-0.28,-7.11
2025-06-01 00:04:35,13.3,16.4,14.6,11.5,63.8,-0.29,-2.91
2025-06-01 00:04:40,19.5,18.2,14.9,12.4,60.9,4.41,4.64
2025-06-01 00:04:45,8.3,10.3,11.5,11.6,66.0,1.97,-1.87
2025-06-01 00:04:50,15.6,16.1,16.9,17.3,61.4,-6.22,-8.71
2025-06-01 00:04:55,11.5,9.4,14.0,11.1,66.1,-1.41,0.9
2025-06-01 00:05:00,14.8,14.2,10.2,12.6,0.0,1.94,9.11
2025-06-01 00:05:05,10.7,14.0,14.7,9.1,0.0,-3.55,-1.12
2025-06-01 00:05:10,15.1,17.0,18.6,15.7,0.0,4.89,0.86
2025-06-01 00:05:15,11.9,15.2,16.1,15.2,0.0,-6.2,4.73
2025-06-01 00:05:20,9.6,13.5,12.9,10.3,0.0,-1.54,1.82
2025-06-01 00:05:25,10.6,12.6,8.7,11.7,0.0,-1.59,2.62
2025-06-01 00:05:30,12.8,10.9,11.9,10.6,0.0,5.89,5.11
2025-06-01 00:05:35,14.4,16.2,15.5,15.3,0.0,1.84,7.27
2025-06-01 00:05:40,14.0,13.9,14.5,10.5,0.0,-4.55,9.1
2025-06-01 00:05:45,15.2,11.4,13.0,12.5,0.0,9.24,8.36
2025-06-01 00:05:50,10.5,8.9,7.6,11.2,0.0,-2.27,0.73
2025-06-01 00:05:55,12.0,11.2,16.7,15.1,0.0,-0.02,9.44
2025-06-01 00:06:00,16.0,14.2,18.9,17.0,0.0,-3.11,4.43
2025-06-01 00:06:05,13.0,12.0,16.6,18.6,0.0,-4.2,6.69
2025-06-01 00:06:10,10.3,10.6,10.4,9.9,0.0,0.15,2.51
2025-06-01 00:06:15,11.4,10.8,10.4,9.1,0.0,-1.73,7.27
2025-06-01 00:06:20,14.7,11.7,13.9,15.2,0.0,-5.01,6.63
2025-06-01 00:06:25,14.6,17.1,14.4,12.3,0.0,-4.88,5.14
2025-06-01 00:06:30,15.0,12.7,15.7,11.1,0.0,-0.2,1.37
2025-06-01 00:06:35,10.0,11.4,9.6,10.6,0.0,3.02,3.27
2025-06-01 00:06:40,12.7,8.8,12.1,13.9,0.0,-7.41,2.61
2025-06-01 00:06:45,15.2,13.6,14.8,12.8,0.0,0.26,4.53
2025-06-01 00:06:50,18.3,16.5,16.7,15.2,0.0,-1.46,3.7
2025-06-01 00:06:55,14.9,13.3,14.7,18.3,0.0,2.61,4.02
2025-06-01 00:07:00,13.5,10.3,7.0,9.1,0.0,-5.61,3.95
2025-06-01 00:07:05,11.3,14.6,11.9,10.8,0.0,2.49,-1.63
2025-06-01 00:07:10,14.8,15.9,11.4,16.6,0.0,1.02,3.75
2025-06-01 00:07:15,17.2,20.5,16.3,16.5,0.0,-1.38,2.45
2025-06-01 00:07:20,15.5,12.1,13.9,12.8,0.0,1.44,6.0
2025-06-01 00:07:25,13.0,9.9,10.4,9.0,0.0,-1.33,6.13
2025-06-01 00:07:30,13.0,9.7,13.2,14.2,0.0,1.24,10.63
2025-06-01 00:07:35,13.1,12.2,11.1,17.7,0.0,1.96,4.83
2025-06-01 00:07:40,16.5,13.7,20.8,16.2,0.0,0.33,7.18
2025-06-01 00:07:45,14.4,13.9,11.9,14.4,0.0,5.65,9.04
2025-06-01 00:07:50,14.0,9.8,8.8,10.6,0.0,0.17,8.28
2025-06-01 00:07:55,8.4,14.8,11.5,10.9,0.0,-3.04,0.04
2025-06-01 00:08:00,16.6,15.1,12.4,12.4,0.0,-1.01,10.01
2025-06-01 00:08:05,15.3,12.8,15.3,15.3,0.0,-8.09,4.84
2025-06-01 00:08:10,12.6,14.5,16.8,15.3,0.0,-0.81,1.68
2025-06-01 00:08:15,15.9,10.8,10.7,10.7,0.0,0.59,4.57
2025-06-01 00:08:20,10.9,11.0,12.0,11.0,0.0,-2.14,5.32
2025-06-01 00:08:25,14.7,18.2,9.9,17.4,0.0,3.74,-1.22
2025-06-01 00:08:30,15.0,14.9,12.8,14.1,0.0,-3.33,10.26
2025-06-01 00:08:35,14.6,15.3,14.2,10.5,0.0,-1.57,6.47
2025-06-01 00:08:40,8.2,12.1,10.2,9.9,0.0,2.13,6.33
2025-06-01 00:08:45,11.7,14.7,10.2,13.6,0.0,1.78,4.07
2025-06-01 00:08:50,16.1,13.0,17.3,15.1,0.0,-1.57,8.15
2025-06-01 00:08:55,14.1,12.6,12.3,16.7,0.0,-3.84,10.26
2025-06-01 00:09:00,8.2,15.8,12.8,12.2,0.0,-1.63,6.2
2025-06-01 00:09:05,10.6,12.9,10.9,11.0,0.0,-1.09,4.83
2025-06-01 00:09:10,13.4,9.3,10.0,14.2,0.0,0.51,4.45
2025-06-01 00:09:15,15.7,16.3,14.6,14.1,0.0,0.59,2.06
2025-06-01 00:09:20,16.0,11.8,17.3,16.2,0.0,0.77,7.95
2025-06-01 00:09:25,15.4,14.1,8.4,9.5,0.0,-1.87,5.08
2025-06-01 00:09:30,11.7,9.3,11.1,9.2,0.0,-1.83,0.78
2025-06-01 00:09:35,11.2,10.4,11.1,15.2,0.0,-2.85,12.9
2025-06-01 00:09:40,16.8,16.2,14.1,17.2,0.0,-1.73,5.37
2025-06-01 00:09:45,20.1,14.8,17.3,13.6,0.0,-0.1,10.31
2025-06-01 00:09:50,10.5,15.4,13.2,10.7,0.0,1.9,7.92
2025-06-01 00:09:55,12.0,7.7,9.4,10.3,0.0,-0.22,6.86
2025-06-01 00:10:00,13.8,10.8,14.2,14.7,0.0,1.68,8.24
2025-06-01 00:10:05,17.6,16.8,15.8,12.6,0.0,1.29,5.62
2025-06-01 00:10:10,15.2,12.1,12.5,16.8,0.0,-0.12,7.04
2025-06-01 00:10:15,11.6,11.6,13.4,10.5,0.0,0.29,3.61
2025-06-01 00:10:20,10.1,10.3,11.4,10.0,0.0,3.77,2.32
2025-06-01 00:10:25,13.4,12.9,16.7,14.2,0.0,3.1,0.54
2025-06-01 00:10:30,16.5,17.8,16.1,18.1,0.0,-1.55,9.23
2025-06-01 00:10:35,19.0,13.6,13.5,17.3,0.0,4.74,3.43
2025-06-01 00:10:40,10.4,10.7,8.6,9.4,0.0,-3.01,2.7
2025-06-01 00:10:45,11.1,11.6,14.2,9.1,0.0,2.95,4.36
2025-06-01 00:10:50,14.0,15.5,11.9,14.9,0.0,0.5,6.48
2025-06-01 00:10:55,16.6,20.9,14.7,14.9,0.0,-1.87,3.33
2025-06-01 00:11:00,12.7,16.4,16.9,12.9,0.0,-2.5,6.41
2025-06-01 00:11:05,10.0,12.3,11.5,8.0,0.0,4.64,10.39
2025-06-01 00:11:10,10.1,10.6,11.9,12.0,0.0,1.98,11.03
2025-06-01 00:11:15,14.1,12.9,11.7,13.0,0.0,-0.1,10.38
2025-06-01 00:11:20,14.9,16.4,15.9,18.3,0.0,7.58,3.41
2025-06-01 00:11:25,12.7,15.8,15.0,17.4,0.0,1.75,3.92
2025-06-01 00:11:30,12.1,13.1,12.5,11.9,0.0,3.2,8.51
2025-06-01 00:11:35,14.4,12.9,11.3,11.9,0.0,3.62,2.55
2025-06-01 00:11:40,15.5,14.0,14.8,17.3,0.0,0.57,5.14
2025-06-01 00:11:45,13.2,17.4,17.2,20.2,0.0,-0.92,5.66
2025-06-01 00:11:50,13.8,16.5,13.1,13.9,0.0,1.82,5.56
2025-06-01 00:11:55,9.9,11.2,12.9,8.7,0.0,0.4,2.9
2025-06-01 00:12:00,14.3,8.8,10.8,12.6,0.0,4.7,4.8
2025-06-01 00:12:05,13.9,18.8,12.2,10.7,0.0,1.32,3.49
2025-06-01 00:12:10,13.7,17.2,16.2,14.6,0.0,-3.84,7.62
2025-06-01 00:12:15,14.3,12.8,16.7,10.8,0.0,-4.58,2.92
2025-06-01 00:12:20,10.6,11.2,10.2,11.4,0.0,-3.75,9.33
2025-06-01 00:12:25,12.0,14.4,12.9,13.1,0.0,1.71,6.34
2025-06-01 00:12:30,16.6,18.0,15.7,16.7,0.0,-0.27,9.32
2025-06-01 00:12:35,14.2,19.2,15.5,12.7,0.0,0.38,2.96
2025-06-01 00:12:40,14.3,11.3,11.7,8.8,0.0,-1.36,-2.27
2025-06-01 00:12:45,7.5,12.2,12.2,11.5,0.0,-2.9,4.86
2025-06-01 00:12:50,12.5,10.2,15.5,14.3,0.0,-0.66,5.08
2025-06-01 00:12:55,15.9,11.4,15.0,14.2,0.0,-3.0,4.16
2025-06-01 00:13:00,19.0,16.7,14.2,16.5,0.0,4.2,7.77
2025-06-01 00:13:05,12.4,11.0,13.7,13.1,0.0,2.69,6.91
2025-06-01 00:13:10,12.8,9.6,13.3,11.1,0.0,6.23,2.93
2025-06-01 00:13:15,16.3,13.3,11.6,11.9,0.0,-0.96,6.27
2025-06-01 00:13:20,16.8,14.6,15.7,20.0,0.0,5.18,6.31
2025-06-01 00:13:25,15.2,15.4,16.4,13.1,0.0,-0.77,-0.01
2025-06-01 00:13:30,12.8,13.3,11.0,15.1,0.0,-3.68,0.61
2025-06-01 00:13:35,11.2,12.8,14.1,9.8,0.0,3.24,4.88
2025-06-01 00:13:40,12.9,15.0,14.5,10.1,0.0,4.43,9.14
2025-06-01 00:13:45,14.6,16.6,16.8,16.4,0.0,-1.65,2.99
2025-06-01 00:13:50,14.8,17.2,16.0,14.1,0.0,2.32,-3.55
2025-06-01 00:13:55,14.0,8.2,11.0,9.4,0.0,-3.88,8.48
2025-06-01 00:14:00,9.9,11.5,10.8,11.8,0.0,0.23,1.15
2025-06-01 00:14:05,15.6,12.6,10.4,12.7,0.0,4.5,7.55
2025-06-01 00:14:10,15.2,15.2,15.3,20.1,0.0,1.15,6.29
2025-06-01 00:14:15,16.6,15.0,14.1,14.2,0.0,-0.21,4.89
2025-06-01 00:14:20,12.9,11.5,12.9,11.3,0.0,0.24,-0.99
2025-06-01 00:14:25,12.8,11.7,13.0,5.2,0.0,6.27,4.58
2025-06-01 00:14:30,16.1,11.8,15.1,11.8,0.0,-1.87,10.74
2025-06-01 00:14:35,15.6,16.4,17.7,17.0,0.0,0.45,6.09
2025-06-01 00:14:40,19.1,14.1,14.7,16.4,0.0,3.32,8.56
2025-06-01 00:14:45,12.5,8.9,14.5,8.9,0.0,0.91,2.74
2025-06-01 00:14:50,11.1,11.8,11.8,12.0,0.0,4.84,6.36
2025-06-01 00:14:55,13.8,16.2,16.6,11.8,0.0,1.79,7.1
2025-06-01 00:15:00,15.4,18.7,15.7,16.2,0.0,-0.52,5.05
2025-06-01 00:15:05,11.7,11.0,17.1,12.2,0.0,-2.97,-1.46
2025-06-01 00:15:10,9.7,8.4,14.3,13.0,0.0,-2.06,11.76
2025-06-01 00:15:15,13.4,10.8,6.4,16.0,0.0,-4.17,0.06
2025-06-01 00:15:20,16.6,19.5,17.3,15.7,0.0,1.78,7.56
2025-06-01 00:15:25,17.5,16.5,16.1,15.8,0.0,-2.26,4.16
2025-06-01 00:15:30,10.2,13.4,11.6,11.4,0.0,0.54,9.18
2025-06-01 00:15:35,12.7,7.7,8.9,12.7,0.0,-2.95,4.33
2025-06-01 00:15:40,12.8,9.7,11.9,9.0,0.0,-1.8,5.96
2025-06-01 00:15:45,11.7,15.8,14.8,16.0,0.0,0.67,9.09
2025-06-01 00:15:50,16.1,15.0,16.1,16.9,0.0,0.15,5.12
2025-06-01 00:15:55,11.8,11.9,10.4,16.7,0.0,-3.73,2.92
2025-06-01 00:16:00,9.3,12.5,10.1,13.2,0.0,-2.02,5.84
2025-06-01 00:16:05,10.3,16.3,9.6,12.6,0.0,1.9,6.24
2025-06-01 00:16:10,14.8,14.9,15.2,14.9,0.0,2.89,11.63
2025-06-01 00:16:15,14.6,13.0,15.5,20.9,0.0,-2.41,9.92
2025-06-01 00:16:20,16.2,11.7,14.0,16.1,0.0,-1.14,4.39
2025-06-01 00:16:25,9.5,8.6,9.4,8.2,0.0,0.1,2.69
2025-06-01 00:16:30,12.8,9.2,13.0,14.0,0.0,-5.98,6.12
2025-06-01 00:16:35,17.8,13.0,18.7,16.2,0.0,-2.12,4.83
2025-06-01 00:16:40,16.6,15.7,16.6,13.7,0.0,0.51,0.76
2025-06-01 00:16:45,12.3,10.7,11.0,15.0,0.0,3.27,6.83
2025-06-01 00:16:50,8.5,10.0,13.1,10.9,0.0,6.96,6.18
2025-06-01 00:16:55,13.0,12.0,12.9,12.3,0.0,2.12,7.87
2025-06-01 00:17:00,14.0,12.9,11.9,16.6,0.0,-3.31,-1.46
2025-06-01 00:17:05,16.1,20.3,15.3,17.0,0.0,0.25,4.7
2025-06-01 00:17:10,14.0,11.6,12.7,12.8,0.0,-2.0,7.98
2025-06-01 00:17:15,10.3,9.2,11.8,8.9,0.0,0.08,4.97
2025-06-01 00:17:20,15.1,13.9,12.9,14.6,0.0,4.17,6.67
2025-06-01 00:17:25,15.8,13.1,13.6,15.1,0.0,-1.83,4.44
2025-06-01 00:17:30,15.2,16.1,14.9,16.0,0.0,0.19,-0.93
2025-06-01 00:17:35,10.0,11.6,9.5,13.1,0.0,4.59,8.66
2025-06-01 00:17:40,10.3,13.8,11.1,10.1,0.0,-1.84,4.09
2025-06-01 00:17:45,12.5,13.7,13.6,13.3,0.0,1.31,8.57
2025-06-01 00:17:50,17.8,12.9,10.8,17.7,0.0,-4.1,4.33
2025-06-01 00:17:55,12.4,11.2,15.9,16.3,0.0,-1.73,-2.77
2025-06-01 00:18:00,10.5,12.4,8.6,12.0,0.0,-0.05,6.74
2025-06-01 00:18:05,11.1,8.9,13.3,10.6,0.0,-0.08,2.2
2025-06-01 00:18:10,12.8,11.9,13.3,17.1,0.0,-4.12,0.16
2025-06-01 00:18:15,18.9,15.5,14.6,18.0,0.0,-1.82,10.48
2025-06-01 00:18:20,15.8,13.5,18.8,13.3,0.0,2.23,5.9
2025-06-01 00:18:25,13.9,14.5,11.4,9.8,0.0,1.38,2.97
2025-06-01 00:18:30,15.1,11.3,10.3,11.4,0.0,-4.04,2.09
2025-06-01 00:18:35,16.4,12.7,11.9,15.1,0.0,3.56,7.16
2025-06-01 00:18:40,18.0,14.5,13.1,19.0,0.0,-0.97,4.25
2025-06-01 00:18:45,16.8,15.3,15.0,18.5,0.0,-1.93,7.78
2025-06-01 00:18:50,11.2,11.7,14.2,12.1,0.0,1.61,8.22
2025-06-01 00:18:55,10.5,9.6,9.2,7.3,0.0,6.17,1.69
2025-06-01 00:19:00,13.9,13.8,15.0,16.0,0.0,2.58,3.25
2025-06-01 00:19:05,15.6,16.5,15.5,19.2,0.0,1.47,7.2
2025-06-01 00:19:10,15.1,16.1,14.2,11.2,0.0,1.2,3.05
2025-06-01 00:19:15,9.9,12.1,13.4,11.0,0.0,0.93,10.11
2025-06-01 00:19:20,12.0,16.7,12.6,8.0,0.0,2.26,6.14
2025-06-01 00:19:25,17.3,16.0,14.4,12.2,0.0,-0.63,2.45
2025-06-01 00:19:30,14.8,17.1,19.3,16.7,0.0,-3.59,6.33
2025-06-01 00:19:35,15.8,12.2,13.2,13.5,0.0,-2.35,6.94
2025-06-01 00:19:40,10.6,11.6,9.0,9.9,0.0,2.17,3.88
2025-06-01 00:19:45,15.2,11.0,12.2,13.6,0.0,-4.26,-0.28
2025-06-01 00:19:50,11.9,17.5,13.9,20.1,0.0,-1.69,5.55
2025-06-01 00:19:55,18.9,19.8,19.9,18.2,0.0,3.07,6.78
2025-06-01 00:20:00,14.6,12.0,11.5,13.1,0.0,-0.51,3.64
2025-06-01 00:20:05,12.1,12.6,10.9,13.7,0.0,-3.43,4.42
2025-06-01 00:20:10,10.6,8.3,11.9,11.8,0.0,4.54,6.89
2025-06-01 00:20:15,13.2,18.9,17.7,16.4,0.0,-0.68,2.12
2025-06-01 00:20:20,14.9,17.8,19.4,18.7,0.0,-1.47,1.64
2025-06-01 00:20:25,13.0,9.2,13.4,12.4,0.0,-1.4,0.22
2025-06-01 00:20:30,11.7,9.6,8.3,4.9,0.0,-0.08,10.32
2025-06-01 00:20:35,15.7,11.5,11.2,13.3,0.0,-3.0,5.91
2025-06-01 00:20:40,17.0,17.9,15.3,15.1,0.0,-2.63,2.52
2025-06-01 00:20:45,15.0,16.2,17.3,13.9,0.0,4.48,4.19
2025-06-01 00:20:50,12.4,10.9,7.6,14.2,0.0,2.21,4.16
2025-06-01 00:20:55,10.8,11.7,7.5,9.6,0.0,2.38,1.24
2025-06-01 00:21:00,13.3,10.0,13.7,12.7,0.0,-4.85,8.49
2025-06-01 00:21:05,14.2,14.0,16.1,17.9,0.0,-3.05,5.19
2025-06-01 00:21:10,16.1,16.6,15.6,14.5,0.0,-2.48,5.26
2025-06-01 00:21:15,9.9,6.2,13.0,13.9,0.0,-7.09,1.97
2025-06-01 00:21:20,12.0,14.8,10.8,9.3,0.0,-0.55,9.12
2025-06-01 00:21:25,11.8,11.5,12.1,11.2,0.0,0.37,9.87
2025-06-01 00:21:30,16.4,15.3,15.2,12.7,0.0,2.65,4.77
2025-06-01 00:21:35,14.6,21.4,15.6,13.5,0.0,-1.28,8.45
2025-06-01 00:21:40,12.0,8.9,13.6,10.4,0.0,5.62,8.24
2025-06-01 00:21:45,9.9,13.4,10.9,12.5,0.0,1.45,2.46
2025-06-01 00:21:50,12.2,15.5,12.8,12.6,0.0,-2.87,6.27
2025-06-01 00:21:55,20.0,13.8,16.0,18.7,0.0,-0.24,6.36
2025-06-01 00:22:00,12.5,15.5,14.3,16.6,0.0,3.56,12.77
2025-06-01 00:22:05,12.7,12.2,11.9,10.8,0.0,1.02,4.11
2025-06-01 00:22:10,11.3,13.6,8.9,13.2,0.0,3.95,4.65
2025-06-01 00:22:15,9.6,12.6,16.4,13.7,0.0,-3.0,3.49
2025-06-01 00:22:20,17.7,17.1,15.5,15.2,0.0,-1.18,2.23
2025-06-01 00:22:25,17.6,13.7,16.8,17.4,0.0,2.99,3.71
2025-06-01 00:22:30,12.1,11.2,9.5,11.9,0.0,-3.54,8.56
2025-06-01 00:22:35,10.2,11.5,11.7,10.6,0.0,1.76,3.58
2025-06-01 00:22:40,15.9,11.4,14.4,18.0,0.0,-3.0,2.97
2025-06-01 00:22:45,17.0,16.3,16.7,17.0,0.0,1.9,8.33
2025-06-01 00:22:50,14.8,13.5,15.4,17.8,0.0,-0.4,2.08
2025-06-01 00:22:55,13.3,10.8,6.7,12.8,0.0,-1.61,4.73
2025-06-01 00:23:00,12.0,11.7,12.8,10.5,0.0,1.54,4.22
2025-06-01 00:23:05,15.9,15.7,12.6,16.6,0.0,-1.61,7.42
2025-06-01 00:23:10,16.7,19.6,15.5,15.3,0.0,-0.06,4.09
2025-06-01 00:23:15,15.3,10.4,11.6,11.5,0.0,2.85,10.13
2025-06-01 00:23:20,10.7,10.6,11.0,13.2,0.0,-2.78,5.72
2025-06-01 00:23:25,13.5,12.6,12.0,13.6,0.0,-8.11,7.03
2025-06-01 00:23:30,13.5,11.1,15.8,17.5,0.0,-0.41,7.86
2025-06-01 00:23:35,19.1,18.5,19.2,17.4,0.0,0.23,0.19
2025-06-01 00:23:40,12.8,11.6,17.7,13.0,0.0,0.37,6.65
2025-06-01 00:23:45,10.9,14.2,9.5,11.2,0.0,-2.23,1.04
2025-06-01 00:23:50,10.7,11.8,11.0,10.5,0.0,-4.22,4.75
2025-06-01 00:23:55,12.0,16.6,15.2,12.1,0.0,-0.93,2.74
2025-06-01 00:24:00,16.4,18.4,12.0,16.0,0.0,-0.48,7.01
2025-06-01 00:24:05,13.4,11.5,12.3,11.4,0.0,3.23,5.06
2025-06-01 00:24:10,14.5,10.6,9.3,7.7,0.0,-5.41,0.25
2025-06-01 00:24:15,12.7,13.2,9.0,14.0,0.0,-1.45,5.44
2025-06-01 00:24:20,18.5,17.1,14.8,13.5,0.0,-6.46,2.84
2025-06-01 00:24:25,15.2,13.6,15.3,15.7,0.0,-0.67,3.05
2025-06-01 00:24:30,13.0,13.5,10.4,15.4,0.0,-0.3,5.06
2025-06-01 00:24:35,12.1,11.1,12.6,11.2,0.0,-1.84,6.08
2025-06-01 00:24:40,10.2,12.7,12.4,12.1,0.0,-0.39,-0.65
2025-06-01 00:24:45,14.4,15.7,15.8,13.5,0.0,3.8,2.4
2025-06-01 00:24:50,17.3,16.2,14.1,18.9,0.0,-3.58,7.76
2025-06-01 00:24:55,14.3,11.0,15.1,11.8,0.0,0.87,5.78
2025-06-01 00:25:00,10.4,12.3,12.3,7.2,0.0,3.91,0.01
2025-06-01 00:25:05,14.9,15.1,10.7,12.0,0.0,-3.32,4.36
2025-06-01 00:25:10,15.1,17.3,18.3,18.5,0.0,-1.69,4.37
2025-06-01 00:25:15,11.8,13.5,17.1,18.4,0.0,-3.7,3.22
2025-06-01 00:25:20,11.9,12.5,10.4,12.8,0.0,-1.42,4.96
2025-06-01 00:25:25,11.8,10.8,9.9,10.5,0.0,-0.27,3.89
2025-06-01 00:25:30,12.7,16.4,14.3,12.6,0.0,2.09,4.0
2025-06-01 00:25:35,18.2,16.6,15.6,16.7,0.0,-4.71,1.62
2025-06-01 00:25:40,12.5,15.2,18.3,19.3,0.0,1.91,6.5
2025-06-01 00:25:45,8.1,10.6,10.1,10.4,0.0,-0.5,3.58
2025-06-01 00:25:50,6.9,12.3,8.7,11.3,0.0,6.22,2.24
2025-06-01 00:25:55,8.5,13.0,15.8,17.5,0.0,-3.69,6.49
2025-06-01 00:26:00,15.0,15.7,21.2,12.9,0.0,0.76,6.4
2025-06-01 00:26:05,16.7,14.8,15.2,13.8,0.0,0.81,3.97
2025-06-01 00:26:10,12.7,10.7,12.2,11.4,0.0,3.38,4.85
2025-06-01 00:26:15,7.5,13.5,9.2,9.7,0.0,-1.79,9.12
2025-06-01 00:26:20,9.6,20.2,16.0,14.4,0.0,-0.16,5.86
2025-06-01 00:26:25,17.0,17.3,17.1,16.2,0.0,-0.59,4.55
2025-06-01 00:26:30,13.9,16.5,15.4,8.4,0.0,1.97,5.58
2025-06-01 00:26:35,11.2,10.4,13.4,13.1,0.0,-2.32,6.22
2025-06-01 00:26:40,9.2,8.4,9.9,12.9,0.0,2.86,6.54
2025-06-01 00:26:45,15.7,15.3,13.0,15.1,0.0,2.4,7.26
2025-06-01 00:26:50,18.4,17.4,16.7,18.1,0.0,-0.08,2.35
2025-06-01 00:26:55,13.6,12.4,12.6,13.6,0.0,-2.38,4.08
2025-06-01 00:27:00,7.2,11.4,11.0,9.4,0.0,1.98,7.81
2025-06-01 00:27:05,8.2,9.9,9.9,9.5,0.0,2.49,4.42
2025-06-01 00:27:10,14.0,10.6,15.8,12.1,0.0,0.18,5.83
2025-06-01 00:27:15,18.7,13.3,9.9,16.3,0.0,5.4,8.72
2025-06-01 00:27:20,14.0,12.6,15.2,11.6,0.0,1.43,6.52
2025-06-01 00:27:25,13.0,16.4,11.6,9.8,0.0,-0.08,-0.31
2025-06-01 00:27:30,10.3,10.9,10.6,12.0,0.0,-2.47,8.36
2025-06-01 00:27:35,14.9,14.9,14.2,15.2,0.0,2.48,2.4
2025-06-01 00:27:40,14.5,15.2,13.2,14.2,0.0,-1.43,7.62
2025-06-01 00:27:45,13.7,13.6,14.9,12.9,0.0,1.17,4.69
