time,heart_rate,spo2,sleep_quality,steps,calories,activity,status
2025-06-01 00:04:50,71.0,95.0,0,0,0.072,静息,0
2025-06-01 00:04:55,71.0,95.0,0,0,0.0712,静息,0
2025-06-01 00:05:00,62.9,94.8,0,0,0.0717,睡眠,0
2025-06-01 00:05:05,62.7,94.8,0,0,0.0716,睡眠,0
2025-06-01 00:05:10,63.1,94.9,0,0,0.0714,睡眠,0
2025-06-01 00:05:15,62.5,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:05:20,64.2,94.6,0,0,0.0716,睡眠,0
2025-06-01 00:05:25,62.9,94.9,0,0,0.0706,睡眠,0
2025-06-01 00:05:30,61.5,94.9,0,0,0.0706,睡眠,0
2025-06-01 00:05:35,62.6,94.7,0,0,0.0711,睡眠,0
2025-06-01 00:05:40,61.7,94.8,0,0,0.0703,睡眠,0
2025-06-01 00:05:45,61.3,94.8,0,0,0.0718,睡眠,0
2025-06-01 00:05:50,62.1,94.7,0,0,0.071,睡眠,0
2025-06-01 00:05:55,62.5,94.8,0,0,0.0718,睡眠,0
2025-06-01 00:06:00,62.6,94.8,0,0,0.0711,睡眠,0
2025-06-01 00:06:05,62.3,94.7,0,0,0.0713,睡眠,0
2025-06-01 00:06:10,63.3,94.9,0,0,0.0714,睡眠,0
2025-06-01 00:06:15,64.4,94.6,0,0,0.0707,睡眠,0
2025-06-01 00:06:20,61.4,94.7,0,0,0.0712,睡眠,0
2025-06-01 00:06:25,63.3,94.7,0,0,0.0713,睡眠,0
2025-06-01 00:06:30,63.9,94.9,0,0,0.0702,睡眠,0
2025-06-01 00:06:35,62.2,94.8,0,0,0.0707,睡眠,0
2025-06-01 00:06:40,62.2,94.8,0,0,0.0705,睡眠,0
2025-06-01 00:06:45,62.3,94.9,0,0,0.0705,睡眠,0
2025-06-01 00:06:50,63.3,94.8,0,0,0.0718,睡眠,0
2025-06-01 00:06:55,63.3,95.0,0,0,0.0719,睡眠,0
2025-06-01 00:07:00,63.1,95.0,0,0,0.0705,睡眠,0
2025-06-01 00:07:05,63.3,94.5,0,0,0.07,睡眠,0
2025-06-01 00:07:10,62.8,95.0,0,0,0.0718,睡眠,0
2025-06-01 00:07:15,60.3,94.8,0,0,0.071,睡眠,0
2025-06-01 00:07:20,61.8,94.7,0,0,0.0712,睡眠,0
2025-06-01 00:07:25,61.5,94.7,0,0,0.0715,睡眠,0
2025-06-01 00:07:30,62.5,94.7,0,0,0.071,睡眠,0
2025-06-01 00:07:35,61.5,94.9,0,0,0.071,睡眠,0
2025-06-01 00:07:40,62.3,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:07:45,61.7,94.7,0,0,0.0699,睡眠,0
2025-06-01 00:07:50,63.3,94.9,0,0,0.0713,睡眠,0
2025-06-01 00:07:55,65.2,94.9,0,0,0.0705,睡眠,0
2025-06-01 00:08:00,62.2,94.6,0,0,0.0707,睡眠,0
2025-06-01 00:08:05,63.7,94.9,0,0,0.0718,睡眠,0
2025-06-01 00:08:10,61.3,95.0,0,0,0.0705,睡眠,0
2025-06-01 00:08:15,61.2,94.8,0,0,0.072,睡眠,0
2025-06-01 00:08:20,62.5,94.7,0,0,0.0707,睡眠,0
2025-06-01 00:08:25,62.1,94.7,0,0,0.071,睡眠,0
2025-06-01 00:08:30,61.2,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:08:35,62.1,94.7,0,0,0.0713,睡眠,0
2025-06-01 00:08:40,62.6,94.5,0,0,0.0702,睡眠,0
2025-06-01 00:08:45,62.4,94.8,0,0,0.0702,睡眠,0
2025-06-01 00:08:50,60.9,94.7,0,0,0.0706,睡眠,0
2025-06-01 00:08:55,63.1,94.8,0,0,0.0704,睡眠,0
2025-06-01 00:09:00,63.6,94.5,0,0,0.0713,睡眠,0
2025-06-01 00:09:05,62.5,94.7,0,0,0.0709,睡眠,0
2025-06-01 00:09:10,62.5,94.8,0,0,0.0708,睡眠,0
2025-06-01 00:09:15,62.4,94.8,0,0,0.0721,睡眠,0
2025-06-01 00:09:20,61.9,94.9,0,0,0.07,睡眠,0
2025-06-01 00:09:25,60.1,94.8,0,0,0.0719,睡眠,0
2025-06-01 00:09:30,61.9,94.7,0,0,0.0711,睡眠,0
2025-06-01 00:09:35,60.7,94.9,0,0,0.0708,睡眠,0
2025-06-01 00:09:40,64.4,94.8,0,0,0.0708,睡眠,0
2025-06-01 00:09:45,62.8,94.7,0,0,0.0708,睡眠,0
2025-06-01 00:09:50,62.5,94.9,0,0,0.0709,睡眠,0
2025-06-01 00:09:55,61.5,94.9,0,0,0.0706,睡眠,0
2025-06-01 00:10:00,63.5,95.0,0,0,0.0706,睡眠,0
2025-06-01 00:10:05,60.2,95.0,0,0,0.071,睡眠,0
2025-06-01 00:10:10,61.0,95.1,0,0,0.0711,睡眠,0
2025-06-01 00:10:15,62.6,94.7,0,0,0.0712,睡眠,0
2025-06-01 00:10:20,63.6,94.9,0,0,0.0705,睡眠,0
2025-06-01 00:10:25,62.1,94.7,0,0,0.0718,睡眠,0
2025-06-01 00:10:30,61.6,94.5,0,0,0.0714,睡眠,0
2025-06-01 00:10:35,60.8,94.6,0,0,0.0718,睡眠,0
2025-06-01 00:10:40,60.5,94.7,0,0,0.0697,睡眠,0
2025-06-01 00:10:45,61.8,95.1,0,0,0.0716,睡眠,0
2025-06-01 00:10:50,60.9,95.1,0,0,0.071,睡眠,0
2025-06-01 00:10:55,62.3,94.7,0,0,0.0707,睡眠,0
2025-06-01 00:11:00,61.5,94.7,0,0,0.0709,睡眠,0
2025-06-01 00:11:05,59.6,95.0,0,0,0.07,睡眠,0
2025-06-01 00:11:10,61.6,94.6,0,0,0.0705,睡眠,0
2025-06-01 00:11:15,63.2,95.0,0,0,0.0704,睡眠,0
2025-06-01 00:11:20,62.5,94.7,0,0,0.0709,睡眠,0
2025-06-01 00:11:25,62.7,94.8,0,0,0.0716,睡眠,0
2025-06-01 00:11:30,62.6,94.8,0,0,0.0712,睡眠,0
2025-06-01 00:11:35,62.8,94.7,0,0,0.0715,睡眠,0
2025-06-01 00:11:40,60.6,94.7,0,0,0.0704,睡眠,0
2025-06-01 00:11:45,60.1,95.0,0,0,0.071,睡眠,0
2025-06-01 00:11:50,62.4,94.9,0,0,0.0711,睡眠,0
2025-06-01 00:11:55,61.7,94.8,0,0,0.0702,睡眠,0
2025-06-01 00:12:00,62.6,94.8,0,0,0.071,睡眠,0
2025-06-01 00:12:05,61.5,94.7,0,0,0.0705,睡眠,0
2025-06-01 00:12:10,60.4,95.0,0,0,0.0711,睡眠,0
2025-06-01 00:12:15,63.8,94.7,0,0,0.0704,睡眠,0
2025-06-01 00:12:20,62.0,94.8,0,0,0.0711,睡眠,0
2025-06-01 00:12:25,61.3,94.6,0,0,0.0703,睡眠,0
2025-06-01 00:12:30,63.0,95.0,0,0,0.0713,睡眠,0
2025-06-01 00:12:35,61.2,94.8,0,0,0.0711,睡眠,0
2025-06-01 00:12:40,62.2,94.8,0,0,0.071,睡眠,0
2025-06-01 00:12:45,61.6,95.1,0,0,0.0707,睡眠,0
2025-06-01 00:12:50,63.1,94.7,0,0,0.0706,睡眠,0
2025-06-01 00:12:55,61.9,94.9,0,0,0.0703,睡眠,0
2025-06-01 00:13:00,62.7,95.0,0,0,0.0714,睡眠,0
2025-06-01 00:13:05,62.0,94.7,0,0,0.0711,睡眠,0
2025-06-01 00:13:10,60.8,94.8,0,0,0.071,睡眠,0
2025-06-01 00:13:15,62.1,94.9,0,0,0.0708,睡眠,0
2025-06-01 00:13:20,61.6,94.7,0,0,0.0711,睡眠,0
2025-06-01 00:13:25,63.2,94.7,0,0,0.0708,睡眠,0
2025-06-01 00:13:30,62.3,94.8,0,0,0.0711,睡眠,0
2025-06-01 00:13:35,62.2,94.9,0,0,0.0717,睡眠,0
2025-06-01 00:13:40,61.9,94.9,0,0,0.0718,睡眠,0
2025-06-01 00:13:45,61.5,94.6,0,0,0.0706,睡眠,0
2025-06-01 00:13:50,61.1,94.8,0,0,0.0718,睡眠,0
2025-06-01 00:13:55,62.9,94.8,0,0,0.0714,睡眠,0
2025-06-01 00:14:00,62.3,94.9,0,0,0.0712,睡眠,0
2025-06-01 00:14:05,61.6,94.7,0,0,0.0707,睡眠,0
2025-06-01 00:14:10,63.1,94.9,0,0,0.0706,睡眠,0
2025-06-01 00:14:15,61.5,94.9,0,0,0.0703,睡眠,0
2025-06-01 00:14:20,63.9,94.7,0,0,0.0712,睡眠,0
2025-06-01 00:14:25,62.7,95.0,0,0,0.0706,睡眠,0
2025-06-01 00:14:30,61.1,95.0,0,0,0.0708,睡眠,0
2025-06-01 00:14:35,62.0,95.2,0,0,0.0707,睡眠,0
2025-06-01 00:14:40,63.0,95.1,0,0,0.0713,睡眠,0
2025-06-01 00:14:45,62.5,95.0,0,0,0.0713,睡眠,0
2025-06-01 00:14:50,63.2,95.0,0,0,0.0709,睡眠,0
2025-06-01 00:14:55,63.2,94.8,0,0,0.0708,睡眠,0
2025-06-01 00:15:00,63.2,94.8,0,0,0.0703,睡眠,0
2025-06-01 00:15:05,62.7,95.0,0,0,0.0711,睡眠,0
2025-06-01 00:15:10,63.6,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:15:15,61.5,94.9,0,0,0.0705,睡眠,0
2025-06-01 00:15:20,61.3,94.8,0,0,0.0707,睡眠,0
2025-06-01 00:15:25,63.6,94.7,0,0,0.072,睡眠,0
2025-06-01 00:15:30,59.6,94.8,0,0,0.0705,睡眠,0
2025-06-01 00:15:35,62.3,94.6,0,0,0.0714,睡眠,0
2025-06-01 00:15:40,61.9,94.9,0,0,0.0703,睡眠,0
2025-06-01 00:15:45,61.8,94.8,0,0,0.0712,睡眠,0
2025-06-01 00:15:50,63.3,94.9,0,0,0.0712,睡眠,0
2025-06-01 00:15:55,62.6,94.9,0,0,0.0717,睡眠,0
2025-06-01 00:16:00,62.7,94.9,0,0,0.0707,睡眠,0
2025-06-01 00:16:05,62.1,94.7,0,0,0.0707,睡眠,0
2025-06-01 00:16:10,61.4,94.6,0,0,0.0708,睡眠,0
2025-06-01 00:16:15,60.1,95.0,0,0,0.0712,睡眠,0
2025-06-01 00:16:20,61.8,94.7,0,0,0.0718,睡眠,0
2025-06-01 00:16:25,61.8,94.8,0,0,0.07,睡眠,0
2025-06-01 00:16:30,61.2,94.7,0,0,0.0719,睡眠,0
2025-06-01 00:16:35,61.4,95.0,0,0,0.0715,睡眠,0
2025-06-01 00:16:40,61.3,94.9,0,0,0.0715,睡眠,0
2025-06-01 00:16:45,63.0,94.9,0,0,0.0711,睡眠,0
2025-06-01 00:16:50,61.4,95.0,0,0,0.0707,睡眠,0
2025-06-01 00:16:55,61.6,94.9,0,0,0.0707,睡眠,0
2025-06-01 00:17:00,64.1,95.0,0,0,0.071,睡眠,0
2025-06-01 00:17:05,62.5,94.7,0,0,0.0702,睡眠,0
2025-06-01 00:17:10,62.6,94.9,0,0,0.0704,睡眠,0
2025-06-01 00:17:15,62.0,95.1,0,0,0.0708,睡眠,0
2025-06-01 00:17:20,62.0,94.9,0,0,0.0713,睡眠,0
2025-06-01 00:17:25,63.2,94.9,0,0,0.0712,睡眠,0
2025-06-01 00:17:30,62.2,94.7,0,0,0.071,睡眠,0
2025-06-01 00:17:35,62.6,94.8,0,0,0.0696,睡眠,0
2025-06-01 00:17:40,60.3,94.7,0,0,0.0704,睡眠,0
2025-06-01 00:17:45,61.6,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:17:50,60.6,94.9,0,0,0.0702,睡眠,0
2025-06-01 00:17:55,63.4,94.9,0,0,0.0708,睡眠,0
2025-06-01 00:18:00,63.9,94.9,0,0,0.0715,睡眠,0
2025-06-01 00:18:05,61.7,94.8,0,0,0.071,睡眠,0
2025-06-01 00:18:10,62.0,94.9,0,0,0.0711,睡眠,0
2025-06-01 00:18:15,62.6,94.9,0,0,0.0696,睡眠,0
2025-06-01 00:18:20,62.0,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:18:25,61.2,95.0,0,0,0.0711,睡眠,0
2025-06-01 00:18:30,62.5,94.9,0,0,0.0722,睡眠,0
2025-06-01 00:18:35,62.1,95.0,0,0,0.0716,睡眠,0
2025-06-01 00:18:40,60.8,94.8,0,0,0.0712,睡眠,0
2025-06-01 00:18:45,61.7,94.9,0,0,0.0712,睡眠,0
2025-06-01 00:18:50,62.5,94.9,0,0,0.0716,睡眠,0
2025-06-01 00:18:55,62.3,94.8,0,0,0.0717,睡眠,0
2025-06-01 00:19:00,62.0,94.8,0,0,0.0705,睡眠,0
2025-06-01 00:19:05,63.3,94.6,0,0,0.0699,睡眠,0
2025-06-01 00:19:10,60.5,95.1,0,0,0.0707,睡眠,0
2025-06-01 00:19:15,63.1,94.5,0,0,0.0722,睡眠,0
2025-06-01 00:19:20,60.1,95.1,0,0,0.0717,睡眠,0
2025-06-01 00:19:25,62.5,95.0,0,0,0.0712,睡眠,0
2025-06-01 00:19:30,61.8,94.7,0,0,0.0702,睡眠,0
2025-06-01 00:19:35,60.9,94.7,0,0,0.0717,睡眠,0
2025-06-01 00:19:40,60.4,94.8,0,0,0.0705,睡眠,0
2025-06-01 00:19:45,62.4,94.7,0,0,0.0703,睡眠,0
2025-06-01 00:19:50,62.1,94.7,0,0,0.071,睡眠,0
2025-06-01 00:19:55,62.1,94.9,0,0,0.0708,睡眠,0
2025-06-01 00:20:00,62.4,94.8,0,0,0.0707,睡眠,0
2025-06-01 00:20:05,60.4,94.9,0,0,0.0707,睡眠,0
2025-06-01 00:20:10,62.7,94.9,0,0,0.0707,睡眠,0
2025-06-01 00:20:15,61.0,94.9,0,0,0.0712,睡眠,0
2025-06-01 00:20:20,62.3,94.8,0,0,0.071,睡眠,0
2025-06-01 00:20:25,62.8,95.0,0,0,0.0703,睡眠,0
2025-06-01 00:20:30,64.4,94.9,0,0,0.0719,睡眠,0
2025-06-01 00:20:35,62.3,94.9,0,0,0.0709,睡眠,0
2025-06-01 00:20:40,60.8,94.6,0,0,0.071,睡眠,0
2025-06-01 00:20:45,62.0,94.7,0,0,0.0714,睡眠,0
2025-06-01 00:20:50,62.0,94.8,0,0,0.0718,睡眠,0
2025-06-01 00:20:55,61.2,94.9,0,0,0.0711,睡眠,0
2025-06-01 00:21:00,61.0,94.7,0,0,0.071,睡眠,0
2025-06-01 00:21:05,61.0,95.0,0,0,0.0713,睡眠,0
2025-06-01 00:21:10,61.4,94.9,0,0,0.0722,睡眠,0
2025-06-01 00:21:15,62.1,94.8,0,0,0.0709,睡眠,0
2025-06-01 00:21:20,62.8,94.6,0,0,0.0701,睡眠,0
2025-06-01 00:21:25,60.8,94.6,0,0,0.0723,睡眠,0
2025-06-01 00:21:30,62.7,94.8,0,0,0.0715,睡眠,0
2025-06-01 00:21:35,62.1,94.8,0,0,0.0715,睡眠,0
2025-06-01 00:21:40,61.0,94.8,0,0,0.071,睡眠,0
2025-06-01 00:21:45,62.9,94.8,0,0,0.0714,睡眠,0
2025-06-01 00:21:50,62.5,94.7,0,0,0.0705,睡眠,0
2025-06-01 00:21:55,61.2,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:22:00,62.3,94.6,0,0,0.0705,睡眠,0
2025-06-01 00:22:05,60.6,95.0,0,0,0.0716,睡眠,0
2025-06-01 00:22:10,63.3,94.8,0,0,0.0707,睡眠,0
2025-06-01 00:22:15,61.4,94.8,0,0,0.071,睡眠,0
2025-06-01 00:22:20,63.0,94.7,0,0,0.0697,睡眠,0
2025-06-01 00:22:25,60.5,94.7,0,0,0.0701,睡眠,0
2025-06-01 00:22:30,62.6,94.5,0,0,0.0707,睡眠,0
2025-06-01 00:22:35,60.3,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:22:40,60.8,94.9,0,0,0.071,睡眠,0
2025-06-01 00:22:45,61.2,94.7,0,0,0.0719,睡眠,0
2025-06-01 00:22:50,60.0,94.9,0,0,0.0707,睡眠,0
2025-06-01 00:22:55,61.3,95.1,0,0,0.0708,睡眠,0
2025-06-01 00:23:00,61.4,94.9,0,0,0.0717,睡眠,0
2025-06-01 00:23:05,62.0,94.8,0,0,0.0707,睡眠,0
2025-06-01 00:23:10,62.1,94.8,0,0,0.0703,睡眠,0
2025-06-01 00:23:15,62.9,94.6,0,0,0.0713,睡眠,0
2025-06-01 00:23:20,62.6,94.8,0,0,0.0703,睡眠,0
2025-06-01 00:23:25,61.6,94.9,0,0,0.0713,睡眠,0
2025-06-01 00:23:30,64.0,94.8,0,0,0.071,睡眠,0
2025-06-01 00:23:35,63.3,94.9,0,0,0.0715,睡眠,0
2025-06-01 00:23:40,60.9,94.5,0,0,0.072,睡眠,0
2025-06-01 00:23:45,61.4,94.8,0,0,0.0714,睡眠,0
2025-06-01 00:23:50,61.3,94.8,0,0,0.0709,睡眠,0
2025-06-01 00:23:55,62.4,94.9,0,0,0.0716,睡眠,0
2025-06-01 00:24:00,60.5,94.8,0,0,0.0707,睡眠,0
2025-06-01 00:24:05,63.1,94.8,0,0,0.0719,睡眠,0
2025-06-01 00:24:10,64.4,94.7,0,0,0.0714,睡眠,0
2025-06-01 00:24:15,63.1,94.9,0,0,0.0704,睡眠,0
2025-06-01 00:24:20,60.9,94.8,0,0,0.0718,睡眠,0
2025-06-01 00:24:25,60.6,95.0,0,0,0.0707,睡眠,0
2025-06-01 00:24:30,61.7,94.8,0,0,0.071,睡眠,0
2025-06-01 00:24:35,60.9,94.8,0,0,0.0708,睡眠,0
2025-06-01 00:24:40,61.5,94.9,0,0,0.0703,睡眠,0
2025-06-01 00:24:45,60.0,94.9,0,0,0.0723,睡眠,0
2025-06-01 00:24:50,61.9,95.2,0,0,0.072,睡眠,0
2025-06-01 00:24:55,62.9,94.9,0,0,0.0707,睡眠,0
2025-06-01 00:25:00,61.6,94.7,0,0,0.0714,睡眠,0
2025-06-01 00:25:05,61.9,94.8,0,0,0.0709,睡眠,0
2025-06-01 00:25:10,59.8,94.8,0,0,0.0718,睡眠,0
2025-06-01 00:25:15,60.8,95.1,0,0,0.0713,睡眠,0
2025-06-01 00:25:20,60.7,94.9,0,0,0.072,睡眠,0
2025-06-01 00:25:25,61.4,94.7,0,0,0.0701,睡眠,0
2025-06-01 00:25:30,61.6,94.6,0,0,0.0713,睡眠,0
2025-06-01 00:25:35,60.5,94.5,0,0,0.0719,睡眠,0
2025-06-01 00:25:40,61.4,94.8,0,0,0.0705,睡眠,0
2025-06-01 00:25:45,62.5,94.9,0,0,0.0709,睡眠,0
2025-06-01 00:25:50,60.8,94.8,0,0,0.0715,睡眠,0
2025-06-01 00:25:55,63.1,94.8,0,0,0.0706,睡眠,0
2025-06-01 00:26:00,62.3,94.8,0,0,0.071,睡眠,0
2025-06-01 00:26:05,60.2,94.8,0,0,0.0704,睡眠,0
2025-06-01 00:26:10,60.4,94.8,0,0,0.0702,睡眠,0
2025-06-01 00:26:15,61.1,94.7,0,0,0.0716,睡眠,0
2025-06-01 00:26:20,61.7,94.9,0,0,0.0711,睡眠,0
2025-06-01 00:26:25,60.8,94.7,0,0,0.0696,睡眠,0
2025-06-01 00:26:30,62.6,94.5,0,0,0.0713,睡眠,0
2025-06-01 00:26:35,61.9,94.7,0,0,0.0717,睡眠,0
2025-06-01 00:26:40,60.8,94.7,0,0,0.0711,睡眠,0
2025-06-01 00:26:45,62.2,94.7,0,0,0.0702,睡眠,0
2025-06-01 00:26:50,61.7,95.1,0,0,0.0712,睡眠,0
2025-06-01 00:26:55,61.2,94.9,0,0,0.0703,睡眠,0
2025-06-01 00:27:00,61.1,95.1,0,0,0.0708,睡眠,0
2025-06-01 00:27:05,61.9,94.9,0,0,0.0706,睡眠,0
2025-06-01 00:27:10,62.6,94.7,0,0,0.0705,睡眠,0
2025-06-01 00:27:15,63.8,94.7,0,0,0.0717,睡眠,0
2025-06-01 00:27:20,62.1,94.7,0,0,0.0709,睡眠,0
2025-06-01 00:27:25,63.0,95.1,0,0,0.0712,睡眠,0
2025-06-01 00:27:30,61.3,94.8,0,0,0.0711,睡眠,0
2025-06-01 00:27:35,60.8,95.0,0,0,0.071,睡眠,0
2025-06-01 00:27:40,60.8,94.9,0,0,0.0705,睡眠,0
2025-06-01 00:27:45,62.5,94.8,0,0,0.0708,睡眠,0
2025-06-01 00:27:50,60.7,94.9,0,0,0.0716,睡眠,0
2025-06-01 00:27:55,62.8,94.8,0,0,0.071,睡眠,0
2025-06-01 00:28:00,61.9,94.8,0,0,0.0708,睡眠,0
2025-06-01 00:28:05,62.0,94.8,0,0,0.0708,睡眠,0
2025-06-01 00:28:10,60.4,95.0,0,0,0.0705,睡眠,0
2025-06-01 00:28:15,62.1,94.9,0,0,0.0713,睡眠,0
2025-06-01 00:28:20,62.8,94.8,0,0,0.0713,睡眠,0
2025-06-01 00:28:25,61.7,94.8,0,0,0.071,睡眠,0
2025-06-01 00:28:30,62.3,94.7,0,0,0.0712,睡眠,0
2025-06-01 00:28:35,62.4,94.8,0,0,0.0709,睡眠,0
2025-06-01 00:28:40,62.3,94.8,0,0,0.0707,睡眠,0
2025-06-01 00:28:45,62.1,95.0,0,0,0.0708,睡眠,0
2025-06-01 00:28:50,61.3,94.7,0,0,0.0705,睡眠,0
2025-06-01 00:28:55,62.5,95.0,0,0,0.0709,睡眠,0
2025-06-01 00:29:00,62.8,94.7,0,0,0.0715,睡眠,0
2025-06-01 00:29:05,61.9,94.6,0,0,0.0714,睡眠,0
2025-06-01 00:29:10,59.7,95.0,0,0,0.0709,睡眠,0
2025-06-01 00:29:15,63.3,95.1,0,0,0.0714,睡眠,0
2025-06-01 00:29:20,60.0,94.7,0,0,0.0721,睡眠,0
2025-06-01 00:29:25,61.7,94.9,0,0,0.0719,睡眠,0
2025-06-01 00:29:30,61.8,94.6,0,0,0.0707,睡眠,0
2025-06-01 00:29:35,61.2,94.6,0,0,0.071,睡眠,0
2025-06-01 00:29:40,62.2,94.7,0,0,0.0709,睡眠,0
2025-06-01 00:29:45,61.9,94.7,0,0,0.0711,睡眠,0
2025-06-01 00:29:50,62.3,94.7,0,0,0.0709,睡眠,0
2025-06-01 00:29:55,62.6,95.0,0,0,0.071,睡眠,0
2025-06-01 00:30:00,60.0,94.5,0,0,0.0711,睡眠,0
2025-06-01 00:30:05,60.1,94.8,0,0,0.0711,睡眠,0
2025-06-01 00:30:10,62.7,94.7,0,0,0.0699,睡眠,0
2025-06-01 00:30:15,61.3,94.7,0,0,0.0711,睡眠,0
2025-06-01 00:30:20,60.9,94.9,0,0,0.0705,睡眠,0
2025-06-01 00:30:25,61.6,94.9,0,0,0.0711,睡眠,0
2025-06-01 00:30:30,62.0,94.8,0,0,0.0704,睡眠,0
2025-06-01 00:30:35,61.6,94.8,0,0,0.0701,睡眠,0
2025-06-01 00:30:40,61.6,94.7,0,0,0.0716,睡眠,0
2025-06-01 00:30:45,62.5,94.8,0,0,0.0719,睡眠,0
2025-06-01 00:30:50,62.4,94.8,0,0,0.0717,睡眠,0
2025-06-01 00:30:55,61.9,94.8,0,0,0.0714,睡眠,0
2025-06-01 00:31:00,59.9,94.8,0,0,0.0715,睡眠,0
2025-06-01 00:31:05,60.6,94.6,0,0,0.0709,睡眠,0
2025-06-01 00:31:10,62.3,95.1,0,0,0.0707,睡眠,0
2025-06-01 00:31:15,59.9,94.8,0,0,0.0718,睡眠,0
2025-06-01 00:31:20,60.9,94.8,0,0,0.0706,睡眠,0
2025-06-01 00:31:25,61.1,94.9,0,0,0.071,睡眠,0
2025-06-01 00:31:30,61.4,94.8,0,0,0.0709,睡眠,0
2025-06-01 00:31:35,62.3,94.8,0,0,0.0708,睡眠,0
2025-06-01 00:31:40,62.1,94.8,0,0,0.0702,睡眠,0
