time,heart_rate,spo2,sleep_quality,steps,calories,activity,status
2025-06-01 00:07:15,66.7,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:07:20,68.3,98.7,0,0,0.0841,睡眠,0
2025-06-01 00:07:25,68.0,98.7,0,0,0.0844,睡眠,0
2025-06-01 00:07:30,69.0,98.7,0,0,0.0838,睡眠,0
2025-06-01 00:07:35,67.9,98.9,0,0,0.0839,睡眠,0
2025-06-01 00:07:40,68.7,98.8,0,0,0.0842,睡眠,0
2025-06-01 00:07:45,68.1,98.7,0,0,0.0827,睡眠,0
2025-06-01 00:07:50,69.8,98.9,0,0,0.0842,睡眠,0
2025-06-01 00:07:55,71.7,98.9,0,0,0.0834,睡眠,0
2025-06-01 00:08:00,68.6,98.6,0,0,0.0836,睡眠,0
2025-06-01 00:08:05,70.1,98.9,0,0,0.0846,睡眠,0
2025-06-01 00:08:10,67.7,99.0,0,0,0.0834,睡眠,0
2025-06-01 00:08:15,67.7,98.8,0,0,0.0848,睡眠,0
2025-06-01 00:08:20,69.0,98.7,0,0,0.0836,睡眠,0
2025-06-01 00:08:25,68.5,98.7,0,0,0.0838,睡眠,0
2025-06-01 00:08:30,67.6,98.8,0,0,0.0841,睡眠,0
2025-06-01 00:08:35,68.6,98.7,0,0,0.0841,睡眠,0
2025-06-01 00:08:40,69.1,98.5,0,0,0.0831,睡眠,0
2025-06-01 00:08:45,68.8,98.8,0,0,0.083,睡眠,0
2025-06-01 00:08:50,67.3,98.7,0,0,0.0834,睡眠,0
2025-06-01 00:08:55,69.5,98.8,0,0,0.0833,睡眠,0
2025-06-01 00:09:00,70.0,98.5,0,0,0.0842,睡眠,0
2025-06-01 00:09:05,68.9,98.7,0,0,0.0838,睡眠,0
2025-06-01 00:09:10,68.9,98.8,0,0,0.0836,睡眠,0
2025-06-01 00:09:15,68.9,98.8,0,0,0.0849,睡眠,0
2025-06-01 00:09:20,68.3,98.9,0,0,0.0829,睡眠,0
2025-06-01 00:09:25,66.6,98.8,0,0,0.0847,睡眠,0
2025-06-01 00:09:30,68.3,98.7,0,0,0.084,睡眠,0
2025-06-01 00:09:35,67.1,98.9,0,0,0.0837,睡眠,0
2025-06-01 00:09:40,70.9,98.8,0,0,0.0836,睡眠,0
2025-06-01 00:09:45,69.3,98.7,0,0,0.0836,睡眠,0
2025-06-01 00:09:50,68.9,98.9,0,0,0.0837,睡眠,0
2025-06-01 00:09:55,68.0,98.9,0,0,0.0834,睡眠,0
2025-06-01 00:10:00,70.0,99.0,0,0,0.0835,睡眠,0
2025-06-01 00:10:05,66.6,99.0,0,0,0.0838,睡眠,0
2025-06-01 00:10:10,67.4,99.1,0,0,0.0839,睡眠,0
2025-06-01 00:10:15,69.1,98.7,0,0,0.0841,睡眠,0
2025-06-01 00:10:20,70.0,98.9,0,0,0.0834,睡眠,0
2025-06-01 00:10:25,68.6,98.7,0,0,0.0846,睡眠,0
2025-06-01 00:10:30,68.1,98.5,0,0,0.0843,睡眠,0
2025-06-01 00:10:35,67.2,98.6,0,0,0.0847,睡眠,0
2025-06-01 00:10:40,67.0,98.7,0,0,0.0825,睡眠,0
2025-06-01 00:10:45,68.3,99.1,0,0,0.0844,睡眠,0
2025-06-01 00:10:50,67.4,99.1,0,0,0.0839,睡眠,0
2025-06-01 00:10:55,68.7,98.7,0,0,0.0836,睡眠,0
2025-06-01 00:11:00,67.9,98.7,0,0,0.0837,睡眠,0
2025-06-01 00:11:05,66.0,99.0,0,0,0.0828,睡眠,0
2025-06-01 00:11:10,68.1,98.6,0,0,0.0833,睡眠,0
2025-06-01 00:11:15,69.6,99.0,0,0,0.0833,睡眠,0
2025-06-01 00:11:20,68.9,98.7,0,0,0.0838,睡眠,0
2025-06-01 00:11:25,69.2,98.8,0,0,0.0845,睡眠,0
2025-06-01 00:11:30,69.0,98.8,0,0,0.084,睡眠,0
2025-06-01 00:11:35,69.3,98.7,0,0,0.0844,睡眠,0
2025-06-01 00:11:40,67.0,98.7,0,0,0.0832,睡眠,0
2025-06-01 00:11:45,66.6,99.0,0,0,0.0838,睡眠,0
2025-06-01 00:11:50,68.8,98.9,0,0,0.0839,睡眠,0
2025-06-01 00:11:55,68.1,98.8,0,0,0.083,睡眠,0
2025-06-01 00:12:00,69.1,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:12:05,68.0,98.7,0,0,0.0834,睡眠,0
2025-06-01 00:12:10,66.8,99.0,0,0,0.084,睡眠,0
2025-06-01 00:12:15,70.2,98.7,0,0,0.0832,睡眠,0
2025-06-01 00:12:20,68.4,98.8,0,0,0.084,睡眠,0
2025-06-01 00:12:25,67.8,98.6,0,0,0.0832,睡眠,0
2025-06-01 00:12:30,69.4,99.0,0,0,0.0841,睡眠,0
2025-06-01 00:12:35,67.6,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:12:40,68.6,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:12:45,68.0,99.1,0,0,0.0836,睡眠,0
2025-06-01 00:12:50,69.5,98.7,0,0,0.0835,睡眠,0
2025-06-01 00:12:55,68.4,98.9,0,0,0.0832,睡眠,0
2025-06-01 00:13:00,69.1,99.0,0,0,0.0843,睡眠,0
2025-06-01 00:13:05,68.4,98.7,0,0,0.084,睡眠,0
2025-06-01 00:13:10,67.2,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:13:15,68.5,98.9,0,0,0.0836,睡眠,0
2025-06-01 00:13:20,68.0,98.7,0,0,0.084,睡眠,0
2025-06-01 00:13:25,69.6,98.7,0,0,0.0837,睡眠,0
2025-06-01 00:13:30,68.8,98.8,0,0,0.084,睡眠,0
2025-06-01 00:13:35,68.6,98.9,0,0,0.0846,睡眠,0
2025-06-01 00:13:40,68.3,98.9,0,0,0.0847,睡眠,0
2025-06-01 00:13:45,68.0,98.6,0,0,0.0834,睡眠,0
2025-06-01 00:13:50,67.6,98.8,0,0,0.0847,睡眠,0
2025-06-01 00:13:55,69.3,98.8,0,0,0.0842,睡眠,0
2025-06-01 00:14:00,68.7,98.9,0,0,0.084,睡眠,0
2025-06-01 00:14:05,68.0,98.7,0,0,0.0836,睡眠,0
2025-06-01 00:14:10,69.5,98.9,0,0,0.0835,睡眠,0
2025-06-01 00:14:15,67.9,98.9,0,0,0.0831,睡眠,0
2025-06-01 00:14:20,70.4,98.7,0,0,0.084,睡眠,0
2025-06-01 00:14:25,69.1,99.0,0,0,0.0835,睡眠,0
2025-06-01 00:14:30,67.5,99.0,0,0,0.0836,睡眠,0
2025-06-01 00:14:35,68.4,99.2,0,0,0.0836,睡眠,0
2025-06-01 00:14:40,69.4,99.1,0,0,0.0842,睡眠,0
2025-06-01 00:14:45,69.0,99.0,0,0,0.0841,睡眠,0
2025-06-01 00:14:50,69.7,99.0,0,0,0.0838,睡眠,0
2025-06-01 00:14:55,69.6,98.8,0,0,0.0837,睡眠,0
2025-06-01 00:15:00,69.7,98.8,0,0,0.0832,睡眠,0
2025-06-01 00:15:05,69.1,99.0,0,0,0.084,睡眠,0
2025-06-01 00:15:10,70.0,98.8,0,0,0.0842,睡眠,0
2025-06-01 00:15:15,68.0,98.9,0,0,0.0834,睡眠,0
2025-06-01 00:15:20,67.7,98.8,0,0,0.0836,睡眠,0
2025-06-01 00:15:25,70.0,98.7,0,0,0.0848,睡眠,0
2025-06-01 00:15:30,66.1,98.8,0,0,0.0834,睡眠,0
2025-06-01 00:15:35,68.7,98.6,0,0,0.0843,睡眠,0
2025-06-01 00:15:40,68.4,98.9,0,0,0.0831,睡眠,0
2025-06-01 00:15:45,68.3,98.8,0,0,0.0841,睡眠,0
2025-06-01 00:15:50,69.7,98.9,0,0,0.084,睡眠,0
2025-06-01 00:15:55,69.0,98.9,0,0,0.0845,睡眠,0
2025-06-01 00:16:00,69.1,98.9,0,0,0.0835,睡眠,0
2025-06-01 00:16:05,68.5,98.7,0,0,0.0835,睡眠,0
2025-06-01 00:16:10,67.8,98.6,0,0,0.0836,睡眠,0
2025-06-01 00:16:15,66.6,99.0,0,0,0.0841,睡眠,0
2025-06-01 00:16:20,68.2,98.7,0,0,0.0846,睡眠,0
2025-06-01 00:16:25,68.2,98.8,0,0,0.0829,睡眠,0
2025-06-01 00:16:30,67.7,98.7,0,0,0.0848,睡眠,0
2025-06-01 00:16:35,67.9,99.0,0,0,0.0843,睡眠,0
2025-06-01 00:16:40,67.7,98.9,0,0,0.0843,睡眠,0
2025-06-01 00:16:45,69.5,98.9,0,0,0.084,睡眠,0
2025-06-01 00:16:50,67.9,99.0,0,0,0.0835,睡眠,0
2025-06-01 00:16:55,68.0,98.9,0,0,0.0836,睡眠,0
2025-06-01 00:17:00,70.5,99.0,0,0,0.0839,睡眠,0
2025-06-01 00:17:05,69.0,98.7,0,0,0.083,睡眠,0
2025-06-01 00:17:10,69.0,98.9,0,0,0.0833,睡眠,0
2025-06-01 00:17:15,68.4,99.1,0,0,0.0836,睡眠,0
2025-06-01 00:17:20,68.4,98.9,0,0,0.0842,睡眠,0
2025-06-01 00:17:25,69.7,98.9,0,0,0.0841,睡眠,0
2025-06-01 00:17:30,68.7,98.7,0,0,0.0839,睡眠,0
2025-06-01 00:17:35,69.0,98.8,0,0,0.0825,睡眠,0
2025-06-01 00:17:40,66.7,98.7,0,0,0.0832,睡眠,0
2025-06-01 00:17:45,68.0,98.8,0,0,0.0841,睡眠,0
2025-06-01 00:17:50,67.1,98.9,0,0,0.0831,睡眠,0
2025-06-01 00:17:55,69.8,98.9,0,0,0.0837,睡眠,0
2025-06-01 00:18:00,70.4,98.9,0,0,0.0844,睡眠,0
2025-06-01 00:18:05,68.1,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:18:10,68.5,98.9,0,0,0.0839,睡眠,0
2025-06-01 00:18:15,69.0,98.9,0,0,0.0824,睡眠,0
2025-06-01 00:18:20,68.4,98.8,0,0,0.0842,睡眠,0
2025-06-01 00:18:25,67.6,99.0,0,0,0.084,睡眠,0
2025-06-01 00:18:30,68.9,98.9,0,0,0.0851,睡眠,0
2025-06-01 00:18:35,68.5,99.0,0,0,0.0845,睡眠,0
2025-06-01 00:18:40,67.2,98.8,0,0,0.084,睡眠,0
2025-06-01 00:18:45,68.2,98.9,0,0,0.0841,睡眠,0
2025-06-01 00:18:50,68.9,98.9,0,0,0.0845,睡眠,0
2025-06-01 00:18:55,68.8,98.8,0,0,0.0846,睡眠,0
2025-06-01 00:19:00,68.4,98.8,0,0,0.0833,睡眠,0
2025-06-01 00:19:05,69.8,98.6,0,0,0.0828,睡眠,0
2025-06-01 00:19:10,66.9,99.1,0,0,0.0835,睡眠,0
2025-06-01 00:19:15,69.5,98.5,0,0,0.085,睡眠,0
2025-06-01 00:19:20,66.5,99.1,0,0,0.0846,睡眠,0
2025-06-01 00:19:25,69.0,99.0,0,0,0.084,睡眠,0
2025-06-01 00:19:30,68.2,98.7,0,0,0.083,睡眠,0
2025-06-01 00:19:35,67.3,98.7,0,0,0.0846,睡眠,0
2025-06-01 00:19:40,66.8,98.8,0,0,0.0834,睡眠,0
2025-06-01 00:19:45,68.8,98.7,0,0,0.0832,睡眠,0
2025-06-01 00:19:50,68.6,98.7,0,0,0.0839,睡眠,0
2025-06-01 00:19:55,68.6,98.9,0,0,0.0837,睡眠,0
2025-06-01 00:20:00,68.8,98.8,0,0,0.0835,睡眠,0
2025-06-01 00:20:05,66.8,98.9,0,0,0.0835,睡眠,0
2025-06-01 00:20:10,69.1,98.9,0,0,0.0835,睡眠,0
2025-06-01 00:20:15,67.5,98.9,0,0,0.084,睡眠,0
2025-06-01 00:20:20,68.8,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:20:25,69.2,99.0,0,0,0.0832,睡眠,0
2025-06-01 00:20:30,70.8,98.9,0,0,0.0847,睡眠,0
2025-06-01 00:20:35,68.8,98.9,0,0,0.0838,睡眠,0
2025-06-01 00:20:40,67.2,98.6,0,0,0.0839,睡眠,0
2025-06-01 00:20:45,68.4,98.7,0,0,0.0843,睡眠,0
2025-06-01 00:20:50,68.4,98.8,0,0,0.0847,睡眠,0
2025-06-01 00:20:55,67.6,98.9,0,0,0.0839,睡眠,0
2025-06-01 00:21:00,67.4,98.7,0,0,0.0838,睡眠,0
2025-06-01 00:21:05,67.4,99.0,0,0,0.0842,睡眠,0
2025-06-01 00:21:10,67.8,98.9,0,0,0.085,睡眠,0
2025-06-01 00:21:15,68.5,98.8,0,0,0.0838,睡眠,0
2025-06-01 00:21:20,69.3,98.6,0,0,0.083,睡眠,0
2025-06-01 00:21:25,67.2,98.6,0,0,0.0851,睡眠,0
2025-06-01 00:21:30,69.1,98.8,0,0,0.0843,睡眠,0
2025-06-01 00:21:35,68.5,98.8,0,0,0.0844,睡眠,0
2025-06-01 00:21:40,67.5,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:21:45,69.3,98.8,0,0,0.0843,睡眠,0
2025-06-01 00:21:50,68.9,98.7,0,0,0.0833,睡眠,0
2025-06-01 00:21:55,67.6,98.8,0,0,0.0841,睡眠,0
2025-06-01 00:22:00,68.7,98.6,0,0,0.0834,睡眠,0
2025-06-01 00:22:05,67.0,99.0,0,0,0.0845,睡眠,0
2025-06-01 00:22:10,69.7,98.8,0,0,0.0836,睡眠,0
2025-06-01 00:22:15,67.8,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:22:20,69.5,98.7,0,0,0.0826,睡眠,0
2025-06-01 00:22:25,67.0,98.7,0,0,0.083,睡眠,0
2025-06-01 00:22:30,69.0,98.5,0,0,0.0836,睡眠,0
2025-06-01 00:22:35,66.8,98.8,0,0,0.0842,睡眠,0
2025-06-01 00:22:40,67.3,98.9,0,0,0.0839,睡眠,0
2025-06-01 00:22:45,67.7,98.7,0,0,0.0847,睡眠,0
2025-06-01 00:22:50,66.5,98.9,0,0,0.0835,睡眠,0
2025-06-01 00:22:55,67.7,99.1,0,0,0.0836,睡眠,0
2025-06-01 00:23:00,67.8,98.9,0,0,0.0845,睡眠,0
2025-06-01 00:23:05,68.4,98.8,0,0,0.0835,睡眠,0
2025-06-01 00:23:10,68.6,98.8,0,0,0.0832,睡眠,0
2025-06-01 00:23:15,69.3,98.6,0,0,0.0841,睡眠,0
2025-06-01 00:23:20,69.0,98.8,0,0,0.0832,睡眠,0
2025-06-01 00:23:25,68.0,98.9,0,0,0.0842,睡眠,0
2025-06-01 00:23:30,70.4,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:23:35,69.8,98.9,0,0,0.0844,睡眠,0
2025-06-01 00:23:40,67.3,98.5,0,0,0.0849,睡眠,0
2025-06-01 00:23:45,67.9,98.8,0,0,0.0843,睡眠,0
2025-06-01 00:23:50,67.7,98.8,0,0,0.0838,睡眠,0
2025-06-01 00:23:55,68.8,98.9,0,0,0.0845,睡眠,0
2025-06-01 00:24:00,66.9,98.8,0,0,0.0836,睡眠,0
2025-06-01 00:24:05,69.5,98.8,0,0,0.0847,睡眠,0
2025-06-01 00:24:10,70.8,98.7,0,0,0.0843,睡眠,0
2025-06-01 00:24:15,69.5,98.9,0,0,0.0833,睡眠,0
2025-06-01 00:24:20,67.3,98.8,0,0,0.0847,睡眠,0
2025-06-01 00:24:25,67.0,99.0,0,0,0.0836,睡眠,0
2025-06-01 00:24:30,68.2,98.8,0,0,0.0838,睡眠,0
2025-06-01 00:24:35,67.3,98.8,0,0,0.0837,睡眠,0
2025-06-01 00:24:40,68.0,98.9,0,0,0.0832,睡眠,0
2025-06-01 00:24:45,66.5,98.9,0,0,0.0852,睡眠,0
2025-06-01 00:24:50,68.3,99.2,0,0,0.0849,睡眠,0
2025-06-01 00:24:55,69.3,98.9,0,0,0.0836,睡眠,0
2025-06-01 00:25:00,68.1,98.7,0,0,0.0842,睡眠,0
2025-06-01 00:25:05,68.4,98.8,0,0,0.0838,睡眠,0
2025-06-01 00:25:10,66.2,98.8,0,0,0.0846,睡眠,0
2025-06-01 00:25:15,67.2,99.1,0,0,0.0842,睡眠,0
2025-06-01 00:25:20,67.2,98.9,0,0,0.0848,睡眠,0
2025-06-01 00:25:25,67.8,98.7,0,0,0.083,睡眠,0
2025-06-01 00:25:30,68.0,98.6,0,0,0.0841,睡眠,0
2025-06-01 00:25:35,66.9,98.5,0,0,0.0848,睡眠,0
2025-06-01 00:25:40,67.9,98.8,0,0,0.0834,睡眠,0
2025-06-01 00:25:45,68.9,98.9,0,0,0.0838,睡眠,0
2025-06-01 00:25:50,67.2,98.8,0,0,0.0843,睡眠,0
2025-06-01 00:25:55,69.6,98.8,0,0,0.0835,睡眠,0
2025-06-01 00:26:00,68.8,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:26:05,66.6,98.8,0,0,0.0832,睡眠,0
2025-06-01 00:26:10,66.8,98.8,0,0,0.0831,睡眠,0
2025-06-01 00:26:15,67.5,98.7,0,0,0.0844,睡眠,0
2025-06-01 00:26:20,68.1,98.9,0,0,0.084,睡眠,0
2025-06-01 00:26:25,67.3,98.7,0,0,0.0824,睡眠,0
2025-06-01 00:26:30,69.1,98.5,0,0,0.0842,睡眠,0
2025-06-01 00:26:35,68.4,98.7,0,0,0.0846,睡眠,0
2025-06-01 00:26:40,67.3,98.7,0,0,0.0839,睡眠,0
2025-06-01 00:26:45,68.6,98.7,0,0,0.0831,睡眠,0
2025-06-01 00:26:50,68.1,99.1,0,0,0.084,睡眠,0
2025-06-01 00:26:55,67.6,98.9,0,0,0.0832,睡眠,0
2025-06-01 00:27:00,67.5,99.1,0,0,0.0837,睡眠,0
2025-06-01 00:27:05,68.3,98.9,0,0,0.0835,睡眠,0
2025-06-01 00:27:10,69.1,98.7,0,0,0.0834,睡眠,0
2025-06-01 00:27:15,70.2,98.7,0,0,0.0846,睡眠,0
2025-06-01 00:27:20,68.6,98.7,0,0,0.0838,睡眠,0
2025-06-01 00:27:25,69.4,99.1,0,0,0.084,睡眠,0
2025-06-01 00:27:30,67.8,98.8,0,0,0.084,睡眠,0
2025-06-01 00:27:35,67.2,99.0,0,0,0.0838,睡眠,0
2025-06-01 00:27:40,67.3,98.9,0,0,0.0834,睡眠,0
2025-06-01 00:27:45,68.9,98.8,0,0,0.0837,睡眠,0
2025-06-01 00:27:50,67.1,98.9,0,0,0.0845,睡眠,0
2025-06-01 00:27:55,69.3,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:28:00,68.3,98.8,0,0,0.0836,睡眠,0
2025-06-01 00:28:05,68.4,98.8,0,0,0.0836,睡眠,0
2025-06-01 00:28:10,66.8,99.0,0,0,0.0834,睡眠,0
2025-06-01 00:28:15,68.5,98.9,0,0,0.0841,睡眠,0
2025-06-01 00:28:20,69.3,98.8,0,0,0.0842,睡眠,0
2025-06-01 00:28:25,68.1,98.8,0,0,0.0838,睡眠,0
2025-06-01 00:28:30,68.7,98.7,0,0,0.084,睡眠,0
2025-06-01 00:28:35,68.8,98.8,0,0,0.0837,睡眠,0
2025-06-01 00:28:40,68.8,98.8,0,0,0.0836,睡眠,0
2025-06-01 00:28:45,68.5,99.0,0,0,0.0837,睡眠,0
2025-06-01 00:28:50,67.8,98.7,0,0,0.0833,睡眠,0
2025-06-01 00:28:55,68.9,99.0,0,0,0.0838,睡眠,0
2025-06-01 00:29:00,69.2,98.7,0,0,0.0844,睡眠,0
2025-06-01 00:29:05,68.3,98.6,0,0,0.0842,睡眠,0
2025-06-01 00:29:10,66.2,99.0,0,0,0.0838,睡眠,0
2025-06-01 00:29:15,69.8,99.1,0,0,0.0842,睡眠,0
2025-06-01 00:29:20,66.5,98.7,0,0,0.085,睡眠,0
2025-06-01 00:29:25,68.2,98.9,0,0,0.0847,睡眠,0
2025-06-01 00:29:30,68.2,98.6,0,0,0.0836,睡眠,0
2025-06-01 00:29:35,67.6,98.6,0,0,0.0838,睡眠,0
2025-06-01 00:29:40,68.7,98.7,0,0,0.0837,睡眠,0
2025-06-01 00:29:45,68.3,98.7,0,0,0.0839,睡眠,0
2025-06-01 00:29:50,68.7,98.7,0,0,0.0837,睡眠,0
2025-06-01 00:29:55,69.0,99.0,0,0,0.0838,睡眠,0
2025-06-01 00:30:00,66.5,98.5,0,0,0.084,睡眠,0
2025-06-01 00:30:05,66.5,98.8,0,0,0.0839,睡眠,0
2025-06-01 00:30:10,69.1,98.7,0,0,0.0828,睡眠,0
2025-06-01 00:30:15,67.8,98.7,0,0,0.0839,睡眠,0
2025-06-01 00:30:20,67.4,98.9,0,0,0.0833,睡眠,0
2025-06-01 00:30:25,68.1,98.9,0,0,0.084,睡眠,0
2025-06-01 00:30:30,68.4,98.8,0,0,0.0833,睡眠,0
2025-06-01 00:30:35,68.0,98.8,0,0,0.0829,睡眠,0
2025-06-01 00:30:40,68.1,98.7,0,0,0.0845,睡眠,0
2025-06-01 00:30:45,68.9,98.8,0,0,0.0848,睡眠,0
2025-06-01 00:30:50,68.8,98.8,0,0,0.0846,睡眠,0
2025-06-01 00:30:55,68.3,98.8,0,0,0.0843,睡眠,0
2025-06-01 00:31:00,66.4,98.8,0,0,0.0844,睡眠,0
2025-06-01 00:31:05,67.0,98.6,0,0,0.0838,睡眠,0
2025-06-01 00:31:10,68.8,99.1,0,0,0.0836,睡眠,0
2025-06-01 00:31:15,66.3,98.8,0,0,0.0847,睡眠,0
2025-06-01 00:31:20,67.3,98.8,0,0,0.0835,睡眠,0
2025-06-01 00:31:25,67.6,98.9,0,0,0.0839,睡眠,0
2025-06-01 00:31:30,67.9,98.8,0,0,0.0837,睡眠,0
2025-06-01 00:31:35,68.7,98.8,0,0,0.0837,睡眠,0
2025-06-01 00:31:40,68.5,98.8,0,0,0.0831,睡眠,0
